Contig	Position	401548 Intra_locus_pi	401548 Locus_Depth	401640 Intra_locus_pi	401640 Locus_Depth	401577 Intra_locus_pi	401577 Locus_Depth	401656 Intra_locus_pi	401656 Locus_Depth	401591 Intra_locus_pi	401591 Locus_Depth	401570 Intra_locus_pi	401570 Locus_Depth	401563 Intra_locus_pi	401563 Locus_Depth	7083 Intra_locus_pi	7083 Locus_Depth	401558 Intra_locus_pi	401558 Locus_Depth	401636 Intra_locus_pi	401636 Locus_Depth	401567 Intra_locus_pi	401567 Locus_Depth	401652 Intra_locus_pi	401652 Locus_Depth	401581 Intra_locus_pi	401581 Locus_Depth	401554 Intra_locus_pi	401554 Locus_Depth	401582 Intra_locus_pi	401582 Locus_Depth	401586 Intra_locus_pi	401586 Locus_Depth	401594 Intra_locus_pi	401594 Locus_Depth	401648 Intra_locus_pi	401648 Locus_Depth	401593 Intra_locus_pi	401593 Locus_Depth	401624 Intra_locus_pi	401624 Locus_Depth	401632 Intra_locus_pi	401632 Locus_Depth	401660 Intra_locus_pi	401660 Locus_Depth	401580 Intra_locus_pi	401580 Locus_Depth	401568 Intra_locus_pi	401568 Locus_Depth	401583 Intra_locus_pi	401583 Locus_Depth	401569 Intra_locus_pi	401569 Locus_Depth	401550 Intra_locus_pi	401550 Locus_Depth	401604 Intra_locus_pi	401604 Locus_Depth	401573 Intra_locus_pi	401573 Locus_Depth	12816 Intra_locus_pi	12816 Locus_Depth	401588 Intra_locus_pi	401588 Locus_Depth	401560 Intra_locus_pi	401560 Locus_Depth	401556 Intra_locus_pi	401556 Locus_Depth	401608 Intra_locus_pi	401608 Locus_Depth	401564 Intra_locus_pi	401564 Locus_Depth	401561 Intra_locus_pi	401561 Locus_Depth	401595 Intra_locus_pi	401595 Locus_Depth	401571 Intra_locus_pi	401571 Locus_Depth	401592 Intra_locus_pi	401592 Locus_Depth	401614 Intra_locus_pi	401614 Locus_Depth	401658 Intra_locus_pi	401658 Locus_Depth	401557 Intra_locus_pi	401557 Locus_Depth	401600 Intra_locus_pi	401600 Locus_Depth	401552 Intra_locus_pi	401552 Locus_Depth	401589 Intra_locus_pi	401589 Locus_Depth	401606 Intra_locus_pi	401606 Locus_Depth	401579 Intra_locus_pi	401579 Locus_Depth	401576 Intra_locus_pi	401576 Locus_Depth	401616 Intra_locus_pi	401616 Locus_Depth	401566 Intra_locus_pi	401566 Locus_Depth	401553 Intra_locus_pi	401553 Locus_Depth	138538 Intra_locus_pi	138538 Locus_Depth	All_samples_combined Intra_locus_pi	All_samples_combined Locus_Depth
CP067102.1	547232	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4
CP067102.1	547352	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4
CP067102.1	567634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4
CP067102.1	568114	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.355555555555556	10
CP067102.1	568387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	3	NA	NA	0.384615384615385	13
CP067102.1	675661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.428571428571429	8
CP067102.1	688490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	4
CP067102.1	688505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	4
CP067102.1	736598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8
CP067102.1	756507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6
CP067102.1	756511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6
CP067102.1	827555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.428571428571429	8
CP067102.1	827567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8
CP067102.1	884147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	0.533333333333333	6
CP067102.1	884150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	0.533333333333333	6
CP067102.1	923362	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4
CP067102.1	989478	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4
CP067102.1	989764	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4
CP067102.1	989765	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4
CP067102.1	989802	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6
CP067102.1	1076116	0	2	0.333333333333333	6	0	4	0.428571428571429	8	NA	NA	0.4	5	0	4	0	2	NA	NA	0	2	0.6	5	NA	NA	0.5	4	0	6	0	5	NA	NA	0.571428571428571	7	NA	NA	0	3	0	2	0.5	4	0.4	5	0	3	NA	NA	0.5	4	0.666666666666667	3	0	3	0.6	5	0.666666666666667	3	NA	NA	NA	NA	0.181818181818182	11	NA	NA	0	2	0.5	4	NA	NA	0	3	0.5	4	NA	NA	NA	NA	0.666666666666667	3	NA	NA	NA	NA	0.666666666666667	3	0	8	0	5	0	5	0	3	NA	NA	0	4	NA	NA	NA	NA	0.352930648769575	150
CP067102.1	1076266	0.419047619047619	15	0.538461538461539	13	0.5	9	0.117647058823529	17	0.2	10	0	7	0.233333333333333	16	0	7	0.53030303030303	12	0.6	5	0.327272727272727	11	0.4	5	0.476190476190476	7	0.342857142857143	15	0	18	0.545454545454545	11	0.409090909090909	12	0.533333333333333	6	0.484848484848485	12	0.43956043956044	14	0.571428571428571	7	0.233333333333333	16	0	7	0.166666666666667	12	0.209150326797386	18	0.247619047619048	15	0.42483660130719	18	0.53030303030303	12	0.388888888888889	9	1	2	0.285714285714286	7	0.545454545454545	12	0.533333333333333	16	0.388888888888889	9	0.43956043956044	14	0.263736263736264	14	0.285714285714286	7	0.166666666666667	12	0.533333333333333	16	0	5	0.209150326797386	18	0.263736263736264	14	0.2	10	0.391304347826087	24	0.6	5	0.514285714285714	15	0	9	0.166666666666667	12	0.355555555555556	10	0.285714285714286	7	0	10	0.333333333333333	6	0.362579494115277	590
CP067102.1	1076279	0.419047619047619	15	0.522875816993464	18	0.533333333333333	10	0.105263157894737	19	0.327272727272727	11	0	7	0.233333333333333	16	0	7	0.53030303030303	12	0.533333333333333	6	0.342857142857143	15	0.5	4	0.476190476190476	7	0.384615384615385	13	0	18	0.545454545454545	11	0.384615384615385	13	0.6	5	0.484848484848485	12	0.4	16	0.571428571428571	8	0.247619047619048	15	0	8	0.4	16	0.209150326797386	18	0.220588235294118	17	0.470588235294118	18	0.494505494505495	14	0.5	9	1	2	0.25	8	0.527472527472527	14	0.533333333333333	15	0.5	9	0.382352941176471	17	0.247619047619048	15	0.333333333333333	6	0.166666666666667	12	0.533333333333333	16	0	6	0.246753246753247	22	0.282051282051282	13	0.2	10	0.38	25	0.6	6	0.485294117647059	17	0	12	0.263736263736264	14	0.327272727272727	11	0	8	0.166666666666667	12	0.333333333333333	6	0.368382495851212	634
CP067102.1	1076355	0.303030303030303	12	0	13	0	11	0	13	0.466666666666667	10	0	5	0	13	0	5	0.181818181818182	11	0	3	0.263736263736264	14	0.4	5	0	3	0.327272727272727	11	0.484848484848485	12	0.5	4	0.461538461538462	13	0	8	0.282051282051282	13	0.173160173160173	22	0	8	0	14	0.327272727272727	11	0.461538461538462	13	0.117647058823529	17	0.419047619047619	15	0.2	10	0	12	0	8	0.5	4	0	7	0.428571428571429	8	0	7	0	9	0.367965367965368	22	0.545454545454545	11	0	4	0.428571428571429	8	0.362637362637363	14	0	5	0.303030303030303	12	0	11	0	7	0.209150326797386	18	0.222222222222222	9	0	16	0.494505494505495	14	0.222222222222222	9	0.222222222222222	9	0.181818181818182	11	0.2	10	0.4	5	0.223669055320675	539
CP067102.1	1076356	0.303030303030303	12	0	13	0	11	0.153846153846154	13	0.466666666666667	10	0.4	5	0.153846153846154	13	0.4	5	0.181818181818182	11	0	3	0.362637362637363	14	0.4	5	0	3	0.436363636363636	11	0.545454545454545	12	0.5	4	0.461538461538462	13	0	8	0.461538461538462	13	0.173160173160173	22	0.535714285714286	8	0.142857142857143	14	0.436363636363636	11	0.461538461538462	13	0.308823529411765	17	0.419047619047619	15	0.2	10	0.166666666666667	12	0	8	0.5	4	0	7	0.428571428571429	8	0.285714285714286	7	0.222222222222222	9	0.367965367965368	22	0.545454545454545	11	0	4	0.535714285714286	8	0.362637362637363	14	0	5	0.409090909090909	12	0.181818181818182	11	0	7	0.366013071895425	18	0.222222222222222	9	0.458333333333333	16	0.527472527472527	14	0.222222222222222	9	0.222222222222222	9	0.181818181818182	11	0.2	10	0.4	5	0.305108592947148	539
CP067102.1	1076362	0.461538461538462	13	0.494505494505495	14	0.222222222222222	9	0.538461538461538	14	0.466666666666667	10	0.333333333333333	6	0.409090909090909	12	0	5	0.428571428571429	8	0.666666666666667	3	0.42483660130719	18	0.6	5	0.5	4	0.53030303030303	12	0.484848484848485	12	0	5	0.533333333333333	15	0.25	8	0.527472527472527	14	0.507246376811594	24	0.555555555555556	9	0.142857142857143	14	0.555555555555556	10	0.461538461538462	13	0.525	16	0.342857142857143	15	0.181818181818182	11	0.220588235294118	17	0.533333333333333	10	0.5	4	0	7	0.2	10	0.476190476190476	7	0.535714285714286	8	0.237154150197628	23	0.53030303030303	12	0.4	5	0.5	9	0.470588235294118	18	0.666666666666667	3	0.43956043956044	14	0.263736263736264	14	0.388888888888889	9	0.533333333333333	16	0.2	10	0.525	16	0.282051282051282	13	0.555555555555556	9	0.5	9	0.355555555555556	10	0.545454545454545	11	0.533333333333333	6	0.443253545879849	569
CP067102.1	1076366	0.282051282051282	13	0	14	0	9	0.263736263736264	14	0.466666666666667	10	0.333333333333333	6	0	12	0	5	0	8	0	3	0.294117647058823	18	0.4	5	0	4	0.484848484848485	12	0.484848484848485	12	0.4	5	0.419047619047619	15	0.571428571428571	8	0.43956043956044	14	0.228260869565217	24	0.222222222222222	9	0.142857142857143	14	0.355555555555556	10	0.461538461538462	13	0.325	16	0.419047619047619	15	0.181818181818182	11	0.485294117647059	17	0	10	0.5	4	0	7	0.355555555555556	10	0.476190476190476	7	0.25	8	0.442687747035573	23	0.484848484848485	12	0.4	5	0.5	9	0.294117647058823	18	0	3	0.362637362637363	14	0.263736263736264	14	0.222222222222222	9	0.4	16	0.2	10	0.4	16	0.538461538461539	13	0.388888888888889	9	0.222222222222222	9	0.466666666666667	10	0.181818181818182	11	0.333333333333333	6	0.323089680437635	569
CP067102.1	1076367	0.282051282051282	13	0	14	0	9	0.142857142857143	14	0.466666666666667	10	0	6	0	12	0	5	0	8	0	3	0.209150326797386	18	0.4	5	0	4	0.409090909090909	12	0.409090909090909	12	0.4	5	0.419047619047619	15	0	8	0.263736263736264	14	0.159420289855072	24	0	9	0	14	0.2	10	0.461538461538462	13	0.125	16	0.419047619047619	15	0.181818181818182	11	0	17	0	10	0.5	4	0	7	0.355555555555556	10	0.285714285714286	7	0	8	0.442687747035573	23	0.53030303030303	12	0.4	5	0.388888888888889	9	0.294117647058823	18	0	3	0.263736263736264	14	0.142857142857143	14	0	9	0.233333333333333	16	0.2	10	0	16	0.512820512820513	13	0.222222222222222	9	0.222222222222222	9	0.355555555555556	10	0.181818181818182	11	0.333333333333333	6	0.231862174806307	569
CP067102.1	1076477	0.415584415584416	22	0.186206896551724	30	0.4	16	0.1	20	0.282051282051282	13	0.247619047619048	15	0.120967741935484	32	0.166666666666667	12	0.198830409356725	19	0.384615384615385	13	0.355555555555556	36	0.525	16	0	11	0.159420289855072	24	0.225806451612903	32	0.222222222222222	9	0.0869565217391304	23	0	5	0.294117647058823	18	0.252100840336134	35	0	11	0.209150326797386	18	0.268421052631579	20	0	29	0	20	0.0833333333333333	24	0.491228070175439	19	0	26	0	19	0	6	0.533333333333333	15	0.289855072463768	24	0.529411764705882	17	0.350877192982456	19	0.133004926108374	29	0.105263157894737	19	0	10	0	17	0.272177419354839	32	0	8	0.413793103448276	29	0.518115942028985	24	0	20	0.246305418719212	29	0.339901477832512	29	0	22	0	15	0	12	0	10	0.350877192982456	19	0.308823529411765	17	0.233333333333333	16	0.240331554878049	1025
CP067102.1	1076479	0	22	0.0666666666666667	30	0	16	0	20	0	13	0	15	0	32	0	12	0	19	0	13	0	36	0	16	0	11	0	24	0	32	0	9	0.16600790513834	23	0	5	0	18	0	35	0	11	0	18	0	20	0.0689655172413793	29	0	20	0	24	0	19	0.147692307692308	26	0	19	0	6	0	15	0	24	0	17	0.105263157894737	19	0	29	0	19	0.2	10	0	17	0	32	0	8	0	29	0	24	0.1	20	0	29	0	29	0	22	0	15	0	12	0	10	0.350877192982456	19	0	17	0.125	16	0.0269702743902439	1025
CP067102.1	1076482	0.415584415584416	22	0.186206896551724	30	0.4	16	0.1	20	0.282051282051282	13	0.247619047619048	15	0.120967741935484	32	0.166666666666667	12	0.198830409356725	19	0.384615384615385	13	0.355555555555556	36	0.525	16	0	11	0.159420289855072	24	0.225806451612903	32	0.222222222222222	9	0.0869565217391304	23	0	5	0.294117647058823	18	0.252100840336134	35	0	11	0.209150326797386	18	0.268421052631579	20	0	29	0	20	0.0833333333333333	24	0.491228070175439	19	0	26	0	19	0	6	0.533333333333333	15	0.289855072463768	24	0.529411764705882	17	0.350877192982456	19	0.133004926108374	29	0.105263157894737	19	0	10	0	17	0.272177419354839	32	0	8	0.413793103448276	29	0.518115942028985	24	0	20	0.246305418719212	29	0.339901477832512	29	0	22	0	15	0	12	0	10	0.350877192982456	19	0.308823529411765	17	0.233333333333333	16	0.240331554878049	1025
CP067102.1	1076664	0.42483660130719	18	0.0740740740740741	27	0.0769230769230769	26	0.0769230769230769	26	0.294117647058823	18	0	11	0	19	0	12	0.409356725146199	19	0	7	0.180645161290323	31	0.442105263157895	20	0.105263157894737	19	0	20	0.117647058823529	17	0.25	8	0	17	0	8	0	18	0.245847176079734	43	0.0952380952380952	21	0.0740740740740741	27	0.08	25	0	15	0	19	0	23	0.336842105263158	20	0.105105105105105	37	0	18	0.4	5	0.147692307692308	26	0.0952380952380952	21	0.325	16	0.0833333333333333	24	0.110924369747899	35	0.0909090909090909	22	0.133333333333333	15	0	13	0.295566502463054	29	0.325	16	0.159420289855072	24	0.514285714285714	21	0	23	0.180952380952381	21	0.247619047619048	15	0.133004926108374	29	0	19	0	22	0.181818181818182	11	0.0952380952380952	21	0.153846153846154	13	0.308823529411765	17	0.150929268911814	1047
CP067102.1	1076720	0.456140350877193	19	0.306818181818182	33	0.394736842105263	20	0.507692307692308	26	0.300395256916996	23	0.263736263736264	14	0.443076923076923	26	0.461538461538462	13	0.358974358974359	27	0.436363636363636	11	0.306818181818182	33	0.336842105263158	20	0.491228070175439	19	0.456140350877193	19	0.233333333333333	16	0.484848484848485	12	0.366013071895425	18	0.25	8	0.525	16	0.329411764705882	35	0.289855072463768	24	0.268421052631579	20	0.512820512820513	27	0.456140350877193	19	0.521052631578947	20	0.423280423280423	28	0.519480519480519	22	0.456140350877193	39	0.233333333333333	16	0.5	4	0.28	25	0.294117647058823	18	0.419047619047619	15	0.474308300395257	23	0.499108734402852	34	0.49802371541502	23	0.533333333333333	15	0.522875816993464	18	0.507936507936508	28	0.142857142857143	14	0.519480519480519	22	0.0869565217391304	23	0.507246376811594	24	0.198830409356725	19	0.495238095238095	21	0.425806451612903	31	0.470769230769231	26	0.268421052631579	20	0.535714285714286	8	0.491228070175439	19	0.555555555555556	10	0.466666666666667	21	0.454080676540837	1084
CP067102.1	1076731	0.198830409356725	19	0.208403361344538	35	0.180952380952381	21	0	23	0.16600790513834	23	0	18	0.0666666666666667	30	0.409090909090909	12	0.425806451612903	31	0.263736263736264	14	0.349206349206349	28	0.503267973856209	18	0	21	0.0952380952380952	21	0	21	0.327272727272727	11	0	21	0	9	0.308823529411765	17	0.198198198198198	37	0.0769230769230769	26	0.336842105263158	20	0.124731182795699	31	0	24	0.1	20	0	28	0.0952380952380952	21	0.0512820512820513	39	0	14	0	3	0.516923076923077	26	0.268421052631579	20	0.512820512820513	13	0.142450142450142	27	0.107936507936508	36	0.0833333333333333	24	0	16	0	17	0.133004926108374	29	0.142857142857143	14	0.323076923076923	26	0.513333333333333	25	0	25	0.294117647058823	18	0.313390313390313	27	0.0689655172413793	29	0	27	0.189473684210526	20	0.222222222222222	9	0	18	0.409090909090909	12	0.105263157894737	19	0.186767673302374	1133
