Organelle type	GenBank accession	GenBank submission date	GenBank submitter	RefSeq accession	Organism taxid	Organism common name	Organism name	Bioproject accession	Length	Topology	Gene count
Chloroplast	FN998901.1	2010-07-07	Division of Biology Ecology and Evolution section, Imperial College London, Silwood Park Campus, Buckhurst road, Berks, SL5 7PY	NC_015608.1	497767		Olea woodiana subsp. woodiana		155942	Circular	130
Chloroplast	JF826503.1	2011-04-20	Northwest A&F University	NC_015621.1	176616		Ageratina adenophora		150698	Circular	136
Chloroplast	FN998900.2	2010-07-07	Division of Biology Ecology and Evolution section, Imperial College London, Silwood Park Campus, Buckhurst road, Berks, SL5 7PY	NC_015623.1	158385		Olea europaea subsp. maroccana		155896	Circular	130
Chloroplast	HQ700713.1	2010-12-13	Universite Laval	NC_015645.1	104533		Schizomeris leibleinii		182759	Circular	111
Plastid	HQ337795.1	2010-09-29	Kunming Institute of Botany	NC_015803.1	548148		Indocalamus longiauritus		139668	Circular	129
Chloroplast	HM596072.1	2010-06-29	University of Illinois at Urbana-Champaign	NC_015804.1	40916		Crithmum maritimum		158355	Circular	134
Chloroplast	HQ337796.1	2010-09-29	Kunming Institute of Botany	NC_015817.1	38705		Phyllostachys edulis		139679	Circular	131
Chloroplast	HM596070.1	2010-06-29	University of Illinois at Urbana-Champaign	NC_015818.1	46379		Hydrocotyle verticillata		153207	Circular	132
Chloroplast	HQ337793.1	2010-09-29	Kunming Institute of Botany	NC_015820.1	145980		Acidosasa purpurea		139697	Circular	128
Chloroplast	HM596073.1	2010-06-29	University of Illinois at Urbana-Champaign	NC_015821.1	4043	parsley	Petroselinum crispum		152890	Circular	131
Chloroplast	HQ154129.1	2010-08-17	Kunming Institute of Botany	NC_015826.1	886359		Phyllostachys nigra var. henonis		139839	Circular	131
Chloroplast	HQ337797.1	2010-09-29	Kunming Institute of Botany	NC_015830.1	280850		Bambusa emeiensis		139493	Circular	131
Plastid	HQ337794.1	2010-09-29	Kunming Institute of Botany	NC_015831.1	591214		Ferrocalamus rimosivaginus		139467	Circular	131
Chloroplast	JN160603.2	2011-06-21	Waksman Institute, Rutgers University	NC_015891.1	29656	great duckweed	Spirodela polyrhiza		168788	Circular	136
Chloroplast	HM775382.1	2010-07-19	Shenzhen Fairylake Botanical Garden, Chinese Academy of Sciences	NC_015892.1	86722		Magnolia kwangsiensis		159667	Circular	129
Chloroplast	JN160604.1	2011-06-21	Waksman Institute, Rutgers University	NC_015894.1	161126		Wolffiella lingulata		169337	Circular	132
Chloroplast	JN160605.1	2011-06-21	Waksman Institute, Rutgers University	NC_015899.1	161112		Wolffia australiana		168704	Circular	133
Chloroplast	JF412791.1	2011-02-17	IRTA, Center for Research in Agricultural Genomics (CRAG) CSIC-IRTA-UAB	NC_015983.1	412675		Cucumis melo subsp. melo		156017	Circular	133
Chloroplast	HQ822121.1	2010-12-21	USDA-ARS	NC_015990.1	38727	switchgrass	Panicum virgatum		139619	Circular	133
Chloroplast	AP012207.1	2011-06-09	Contact:Hironori Katayama Faculty of Agriculture, Kobe University, Food Resources Education and Research Center; Uzurano 1348, Kasai, Hyogo 675-2103, Japan	NC_015996.1	3767		Pyrus pyrifolia		159922	Circular	127
Chloroplast	AB501189.1	2009-05-14	Contact:Ching-Ping Lin Biodiversity Research Center, Academia Sinica; 128 Sec. 2, Academia Rd, Taipei, Taipei 11529, Taiwan	NC_016058.1	71402		Larix decidua		122474	Circular	110
Chloroplast	AP012265.1	2011-07-28	Biodiversity Research Center, Academia Sinica; 128 Academia Road, Section 2, Nankang, Taipei 115	NC_016063.1	50179		Cephalotaxus harringtonia var. wilsoniana		136196	Circular	113
Chloroplast	AB601120.1	2010-11-17	Contact:Ching-Ping Lin Biodiversity Research Center, Academia Sinica; 128 Sec. 2, Academia Rd, Taipei, Taipei 11529, Taiwan	NC_016064.1	71408		Pseudotsuga sinensis var. wilsoniana		122513	Circular	113
Chloroplast	AP012266.1	2011-08-01	Contact:Chih-Yao Hsu Academia Sinica, Biodiversity Research Center; 128 Academia Road, Section 2, Taipei 115, Taiwan	NC_016065.1	50187		Taiwania cryptomerioides		132588	Circular	121
Chloroplast	JN563929.1	2011-08-07	Rutgers the State University of New Jersey	NC_016068.1	118713		Nicotiana undulata		155863	Circular	156
Chloroplast	AB480556.1	2009-02-07	Contact:Ching-Ping Lin Biodiversity Research Center, Academia Sinica; 128 Sec. 2, Academia Rd, Taipei, Taipei 11529, Taiwan	NC_016069.1	93926		Picea morrisonicola		124168	Circular	116
Chloroplast	JN637765.1	2011-09-02	Korea University	NC_016430.1	82096		Eleutherococcus senticosus		156768	Circular	134
Chloroplast	JN637766.2	2011-09-02	Korea University	NC_016433.2	4182	sesame	Sesamum indicum		153324	Circular	134
Chloroplast	JN107811.1	2011-06-10	Beijing Institute of Genomics, Chinese Academy of Sciences	NC_016468.1	472368		Dorcoceras hygrometricum		153493	Circular	145
Plastid	JF325876.1	2011-02-12	Moscow State University	NC_016471.1	48534		Neottia nidus-avis		92060	Circular	82
Chloroplast	HQ325744.1	2010-09-28	College of Agronomy and Biotechnology, China Agricultural University	NC_016668.1	29730	Peruvian cotton	Gossypium raimondii		160161	Circular	128
Chloroplast	HQ325741.1	2010-09-28	College of Agronomy and Biotechnology, China Agricultural University	NC_016670.1	34276		Gossypium darwinii		160378	Circular	128
Plastid	JN415112.1	2011-07-29	Institute of Botany, Chinese Academy of Sciences	NC_016677.1	196901		Leersia tisserantii		136551	Circular	129
Chloroplast	HQ325745.1	2010-09-28	College of Agronomy and Biotechnology, China Agricultural University	NC_016690.1	34277		Gossypium tomentosum		160433	Circular	128
Chloroplast	HQ325742.1	2010-09-28	College of Agronomy and Biotechnology, China Agricultural University	NC_016692.1	76056		Gossypium herbaceum subsp. africanum		160315	Circular	128
Chloroplast	JN415113.1	2011-07-29	Institute of Botany, Chinese Academy of Sciences	NC_016699.1	524874		Phyllostachys propinqua		139704	Circular	130
Chloroplast	JN673818.2	2011-09-12	The University of Queensland	NC_016708.2	56065		Pongamia pinnata		152968	Circular	135
Chloroplast	HQ325743.1	2010-09-28	College of Agronomy and Biotechnology, China Agricultural University	NC_016711.1	34275		Gossypium mustelinum		160313	Circular	128
Chloroplast	HQ325740.1	2010-09-28	College of Agronomy and Biotechnology, China Agricultural University	NC_016712.1	29729		Gossypium arboreum		160230	Circular	128
Plastid	JN415114.1	2011-07-29	Institute of Botany, Chinese Academy of Sciences	NC_016718.1	110453		Rhynchoryza subulata		136303	Circular	129
Chloroplast	JF715057.1	2011-03-21	University of Virginia	NC_016727.1	42043	bladder campion	Silene vulgaris		151583	Circular	126
Chloroplast	JF715056.1	2011-03-21	University of Virginia	NC_016728.1	39899	night-flowering catchfly	Silene noctiflora		151639	Circular	127
Chloroplast	JF715054.1	2011-03-21	University of Virginia	NC_016729.1	39875		Silene conica		147208	Circular	126
Chloroplast	JF715055.1	2011-03-21	University of Virginia	NC_016730.1	37657		Silene latifolia		151736	Circular	126
Chloroplast	GQ250046.1	2009-06-08	Dalhousie University	NC_016732.1	3046		Dunaliella salina		269044	Circular	122
Chloroplast	FJ968740.1	2009-04-24	Universite Laval	NC_016733.1	3159		Pedinomonas minor		98340	Circular	124
Chloroplast	GQ861354.1	2009-09-01	Oil Crops Research Institute	NC_016734.1	3708	rape	Brassica napus		152860	Circular	132
Chloroplast	JF937588.1	2011-05-11	University of Maryland School of Medicine	NC_016736.1	3988	castor bean	Ricinus communis	PRJNA16585	163161	Circular	131
Chloroplast	JN105689.1	2011-05-30	Massey University	NC_016753.1	4460	taro	Colocasia esculenta		162424	Circular	131
Chloroplast	JQ041763.1	2011-11-18	Korea University	NC_016921.1	519533		Pentactina rupicola		156612	Circular	131
Chloroplast	JN005831.1	2011-04-29	Southern Cross University	NC_016927.1	40149		Oryza meridionalis		134558	Circular	124
Chloroplast	JN867585.1	2011-09-28	Institute of Medicinal Plant Development	NC_016986.1	3311	maidenhair tree	Ginkgo biloba		156988	Circular	131
Chloroplast	JF343520.2	2011-02-16	Korea University	NC_017006.1	996148		Mankyua chejuensis		146221	Circular	135
Chloroplast	JF274081.1	2011-01-28	National Center for Genetic Engineering and Biotechnoloty (BIOTEC)	NC_017602.1	51953	African oil palm	Elaeis guineensis		156973	Circular	137
Chloroplast	JF719062.1	2011-03-23	National Cheng Kung University	NC_017609.1	78828		Phalaenopsis equestris		148959	Circular	128
Chloroplast	JN005832.1	2011-04-29	Southern Cross University	NC_017835.1	4529		Oryza rufipogon		134544	Circular	122
Chloroplast	HQ901195.1	2011-01-14	College of Agronomy and Biotechnology, China Agricultural University	NC_017894.1	34282		Gossypium gossypioides		159959	Circular	128
Chloroplast	JQ755301.1	2012-03-07	Empresa Brasileira de Pesquisa Agropecuaria (Embrapa)	NC_018051.1	3917	cowpea	Vigna unguiculata		152415	Circular	131
Chloroplast	JN019792.1	2011-05-10	College of Agronomy and Biotechnology, China Agricultural University	NC_018109.1	47637		Gossypium incanum		159205	Circular	128
Chloroplast	JN019793.1	2011-05-10	College of Agronomy and Biotechnology, China Agricultural University	NC_018110.1	47635		Gossypium somalense		159539	Circular	128
Chloroplast	JN019794.1	2011-05-24	College of Agronomy and Biotechnology, China Agricultural University	NC_018111.1	47634		Gossypium capitis-viridis		159467	Circular	128
Chloroplast	JN019795.1	2011-05-24	College of Agronomy and Biotechnology, China Agricultural University	NC_018112.1	47636		Gossypium areysianum		159572	Circular	128
Chloroplast	JN019791.1	2011-05-10	College of Agronomy and Biotechnology, China Agricultural University	NC_018113.1	3636		Gossypium robinsonii		159849	Circular	128
Chloroplast	JF746994.1	2011-03-30	Academia Sinica	NC_018114.1	154679		Erycina pusilla		143164	Circular	125
Chloroplast	JN654342.1	2011-09-07	Chinese Academy of Medical Sciences	NC_018117.1	4076	jimsonweed	Datura stramonium		155871	Circular	133
Chloroplast	JQ310743.1	2011-12-21	University of Helsinki	NC_018541.1	100364		Elodea canadensis		156700	Circular	130
Chloroplast	JX270811.1	2012-07-04	Department of Agriculture and Life Sciences, Seoul National University	NC_018552.1	4072		Capsicum annuum		156781	Circular	135
Chloroplast	JX205495.1	2012-06-21	IMBS, Massey University	NC_018565.1	414717		Pachycladon enysii		154896	Circular	129
Chloroplast	JX402620.1	2012-07-18	Center for Genomic Sciences - UNAM	NC_018569.1	1208065		Trebouxiophyceae sp. MX-AZ01		149707	Circular	115
Chloroplast	JQ396171.1	2011-12-22	Oregon State University	NC_018766.1	157670		Fragaria vesca subsp. bracteata		129788	Linear	111
Plastid	JQ396172.1	2011-12-22	Oregon State University	NC_018767.1	538574		Fragaria mandshurica		129805	Linear	108
Chloroplast	JN884816.1	2011-10-20	University of Pittsburgh	NC_019601.1	101007		Fragaria chiloensis		155603	Circular	130
Chloroplast	JN884817.1	2011-10-20	University of Pittsburgh	NC_019602.1	101015		Fragaria virginiana		155621	Circular	130
Plastid	JQ757046.1	2012-03-08	USDA-ARS Vegetable Crops Research Unit	NC_019616.1	13750		Vaccinium macrocarpon		176045	Circular	147
Chloroplast	JX827163.1	2012-09-14	Philipps-University of Marburg	NC_019628.1	304445		Apopellia endiviifolia		120546	Circular	134
Plastid	JX871939.1	2012-09-26	Biosciences Research Division	NC_019648.1	145835		Festuca altissima		135272	Circular	133
Plastid	JX871940.1	2012-09-26	Biosciences Research Division	NC_019649.1	98750		Festuca ovina		133165	Circular	133
Plastid	JX871941.1	2012-09-26	Biosciences Research Division	NC_019650.1	4608		Festuca pratensis		135291	Circular	133
Plastid	JX871942.1	2012-09-26	Biosciences Research Division	NC_019651.1	4521	Italian ryegrass	Lolium multiflorum		135175	Circular	133
Chloroplast	KC143082.1	2012-11-07	Korea University	NC_020019.1	4442		Camellia sinensis		157103	Circular	134
Chloroplast	JQ362483.1	2012-01-05	Institute of Medicinal Plant Development	NC_020092.1	41568		Chrysanthemum x morifolium		151033	Circular	128
Chloroplast	HF567869.1	2012-11-27	Center for Agricultural Biotechnology, Kasetsart University, Kamphaengsaen Campus, NakornPathom, 73140	NC_020098.1	41396		Tectona grandis	PRJEB1225	153953	Circular	134
Chloroplast	KC117177.1	2012-10-31	University of Nebraska-Lincoln	NC_020146.1	3262	Dutch rush	Equisetum hyemale		131760	Circular	132
Chloroplast	KC117178.1	2012-10-31	University of Nebraska-Lincoln	NC_020147.1	1267209		Ophioglossum californicum		138270	Circular	130
Plastid	JX970937.1	2012-10-15	University of Tennessee	NC_020152.1	3512	northern red oak	Quercus rubra		161304	Circular	137
Plastid	KC285889.1	2012-12-06	RBGE	NC_020259.1	13813		Nothoceros aenigmaticus		153208	Circular	135
Chloroplast	JN867579.1	2011-09-23	Institute of Medicinal Plant Development	NC_020316.1	85864		Magnolia officinalis		160183	Circular	127
Chloroplast	JN867580.1	2011-09-23	Institute of Medicinal Plant Development	NC_020317.1	85865		Magnolia officinalis subsp. biloba		160105	Circular	129
Chloroplast	JN867584.1	2011-09-25	Institute of Medicinal Plant Development	NC_020318.1	3406		Magnolia grandiflora		159623	Circular	129
Chloroplast	JN867588.1	2011-10-14	Institute of Medicinal Plant Development	NC_020319.1	3396		Cycas revoluta		162489	Circular	156
Chloroplast	JN867589.1	2011-10-14	Institute of Medicinal Plant Development	NC_020320.1	146995		Chrysanthemum indicum		150972	Circular	125
Chloroplast	JN867586.1	2011-09-28	Institute of Medicinal Plant Development	NC_020321.1	120273		Taxus mairei		127665	Circular	112
Chloroplast	JX235347.1	2012-06-25	Northern Illinois University	NC_020341.1	4591		Arundinaria gigantea		138935	Circular	135
Chloroplast	KC306742.1	2012-12-10	Massey University	NC_020361.1	56901		Podocarpus totara		133259	Circular	94
Plastid	JX088660.1	2012-05-17	Cornell University	NC_020362.1	1276543		Heliconia collinsiana		161907	Circular	132
Plastid	JX088661.1	2012-05-17	Cornell University	NC_020363.1	188518		Zingiber spectabile		155890	Circular	132
Plastid	JX088662.1	2012-05-18	Cornell University	NC_020364.1	131289		Pseudophoenix vinifera		157829	Circular	133
Plastid	JX088663.1	2012-05-18	Cornell University	NC_020365.1	244023		Calamus caryotoides		157270	Circular	133
Plastid	JX088664.1	2012-05-18	Cornell University	NC_020366.1	292647		Bismarckia nobilis		158210	Circular	133
Plastid	JX088665.1	2012-05-18	Cornell University	NC_020367.1	101696		Dasypogon bromeliifolius		157858	Circular	133
Chloroplast	HE963749.1	2012-07-10	Edmund Mach Foundation, Research centre, IASMA Research Center, Via E. Mach 1, 38010 San Michele all'Adige (TN), I-38010, ITALY	NC_020372.1	405043		Trithuria inconspicua		165389	Circular	142
Chloroplast	JX312195.1	2012-07-12	Institute of Medicinal Plant Development	NC_020431.1	226208		Salvia miltiorrhiza		151328	Circular	133
Chloroplast	AP012494.1	2012-07-20	The University of Tokyo, Graduate School of Science; Hongo 7-3-1, Bunkyo-ku, Tokyo 113-0033	NC_020438.1	33097		Gonium pectorale		222582	Circular	108
Chloroplast	JX293720.1	2012-07-09	Minzu University of China	NC_020607.1	395280		Artemisia frigida		151076	Circular	134
Chloroplast	AP012598.1	2012-10-25	National Institute of Agrobiological Sciences, Genetic Resource Center; Kannondai 2-1-2, Tsukuba, Ibaraki 305-8602	NC_021091.1	3914	adzuki bean	Vigna angularis		151683	Circular	126
Plastid	JQ809470.1	2012-03-21	University of Texas-Austin	NC_021101.1	23250		Francoa sonchifolia		157312	Circular	129
Chloroplast	JQ806762.1	2012-03-21	IMBS, Massey University	NC_021102.1	106773		Pachycladon cheesemanii		154498	Circular	130
Plastid	JX977846.1	2012-10-16	Western University	NC_021109.1	330485		Pleodorina starrii		269857	Circular	120
Chloroplast	KC136217.1	2012-11-04	Chinese Academy of Sciences	NC_021110.1	147282		Cephalotaxus oliveri		134337	Circular	114
Chloroplast	KC128846.1	2012-12-12	Fudan University	NC_021111.1	161395		Cistanche deserticola		102657	Circular	106
Chloroplast	KC465962.1	2013-01-09	Academia Sinica	NC_021121.1	1265925		Ardisia polysticta		156506	Circular	134
Chloroplast	JN032131.1	2011-05-26	Northern Illinois University	NC_021372.1	38686		Pharus latifolius		142077	Circular	133
Chloroplast	KC561139.1	2013-01-31	Academia Sinica	NC_021423.1	4058	Madagascar periwinkle	Catharanthus roseus		154950	Circular	134
Chloroplast	KC608752.1	2013-02-10	Chinese Academy of Science	NC_021425.1	13715		Tetracentron sinense		164467	Circular	137
Chloroplast	KC608753.1	2013-02-11	Chinese Academy of Science	NC_021426.1	4407		Trochodendron aralioides		165945	Circular	137
Chloroplast	KC876122.1	2013-04-09	Kunming Institute of Botany, CAS	NC_021429.1	112603		Cymbidium aloifolium		156904	Circular	139
Chloroplast	KC876123.1	2013-04-09	Kunming Institute of Botany, CAS	NC_021430.1	112615		Cymbidium sinense		155548	Circular	139
Chloroplast	KC876124.1	2013-04-09	Kunming Institute of Botany, CAS	NC_021431.1	162386		Cymbidium tortisepalum		155627	Circular	139
Chloroplast	KC876127.1	2013-04-09	Kunming Institute of Botany, CAS	NC_021432.1	160538		Cymbidium tracyanum		156286	Circular	139
Chloroplast	KC876129.1	2013-04-09	Kunming Institute of Botany, CAS	NC_021433.1	1324860		Cymbidium mannii		155308	Circular	139
Chloroplast	KC427270.1	2012-12-28	South China Agricultural University	NC_021437.1	28977		Cunninghamia lanceolata		135334	Circular	116
Chloroplast	KC427271.1	2012-12-28	South China Agricultural University	NC_021438.1	3381		Gnetum montanum		115019	Circular	105
Chloroplast	KC427272.1	2012-12-28	South China Agricultural University	NC_021439.1	88730		Pinus massoniana		119739	Circular	109
Chloroplast	KC427273.1	2012-12-28	South China Agricultural University	NC_021440.1	3352	loblolly pine	Pinus taeda		121530	Circular	111
Chloroplast	KC427274.1	2012-12-28	South China Agricultural University	NC_021441.1	99815		Taiwania flousiana		131413	Circular	117
Chloroplast	KC997777.1	2013-04-11	University at Buffalo	NC_021449.1	13748		Utricularia gibba		152113	Circular	133
Plastid	KC571835.1	2013-02-02	Kunming Institute of Botany, The Chinese Academy of Sciences	NC_021455.1	1308043		Prinsepia utilis		156328	Circular	131
Chloroplast	HF937082.1	2013-04-12	DBB, Stockholm University, Tomtebodav 23A, 17165, SWEDEN	NC_021456.1	3329	Norway spruce	Picea abies	PRJEB1695	124084	Circular	115
Chloroplast	KC893633.1	2013-04-12	CU	NC_021636.1	44015		Glycine tomentella		152728	Circular	127
Chloroplast	KC893632.1	2013-04-12	CU	NC_021645.1	45689		Glycine cyrtoloba		152381	Circular	127
Chloroplast	KC893634.1	2013-04-12	CU	NC_021646.1	96944		Glycine stenophita		152618	Circular	127
