sampleID	am_environment	ammonium_nitrogen_wt	ammonium_nitrogen_wt_meth	biotic_relationship	boron_hot_cacl2	boron_hot_cacl2_meth	clay	clay_meth	coarse_sand	coarse_sand_meth	collection_date	collection_permit	color	color_meth	conductivity	conductivity_meth	crop_rotation_1yr_since_present	crop_rotation_2yrs_since_present	crop_rotation_3yrs_since_present	crop_rotation_4yrs_since_present	crop_rotation_5yrs_since_present	database_schema_definitions_url	density	density_meth	depth	depth_lower	depth_upper	dtpa_copper	dtpa_copper_meth	dtpa_iron	dtpa_iron_meth	dtpa_manganese	dtpa_manganese_meth	dtpa_zinc	dtpa_zinc_meth	elev	env_broad_scale	env_local_scale	env_medium	exc_aluminium	exc_aluminium_meth	exc_calcium	exc_calcium_meth	exc_magnesium	exc_magnesium_meth	exc_potassium	exc_potassium_meth	exc_sodium	exc_sodium_meth	fine_sand	fine_sand_meth	fire	funding_agency	general_env_feature	geo_loc_name	gravel	gravel_meth	hyperspectral_analysis	hyperspectral_analysis_meth	lat_lon	latitude	local_class	local_class_meth	longitude	microbial_biomass	microbial_biomass_meth	nitrate_nitrogen	nitrate_nitrogen_meth	notes	nucl_acid_ext	organic_carbon	organic_carbon_meth	ph	ph_meth	ph_solid_h2o	ph_solid_h2o_meth	phosphorus_colwell	phosphorus_colwell_meth	potassium_colwell	potassium_colwell_meth	profile_position	samp_collect_device	samp_mat_process	sample_attribution	sample_database_file	sample_metadata_ingest_date	sample_metadata_ingest_file	sample_metadata_update_history	sample_site_location_description	sample_submitter	sample_type	sand	sand_meth	silt	silt_meth	slope_aspect	slope_gradient	source_mat_id	store_cond	sulphur	sulphur_meth	synonyms	texture	texture_meth	total_nitrogen	total_nitrogen_meth	url	utc_date_sampled	utc_time_sampled	vegetation_dom_grasses	vegetation_dom_grasses_meth	vegetation_dom_shrubs	vegetation_dom_shrubs_meth	vegetation_dom_trees	vegetation_dom_trees_meth	vegetation_total_cover	vegetation_type	water_content	water_content_soil_meth	bio12	bio1	et0_v3_yr	ai_v3_yr	AI	percent_duplicates	percent_gc	avg_sequence_length	percent_fails	total_sequences
401550	Soil	4.453595957	meth_2.1	Free-living	NA		4.91	meth_1.23	NA		2021-01-27T00:00:00	SL102346			0.0551	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	2.320834284	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.6 Protected landscape	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-34.0494 150.73091	-34.0494	Kurosol	meth_2.27	150.73091	7.702319478	meth_1.23	1.987401718	meth_2.1			0.007240361	meth_2.1	NA		5.78	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Camden Golf Club Park	Kumari Rajapaksha Prathirajage	Soil	86.09	meth_1.23	9	meth_1.23		NA	102.100.100/401550	frozen	NA		3_2	Loamy sand	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401550	1/27/21		Microlaena stipoides (40%); Rytidosperma (5%); Aristida personata (2%); Chloris ventricosa (10%);	meth_2.28	Bursaria spinosa (2%); Myoporum debile (1%);	meth_2.28	Eucalyptus moluccana (20%)	meth_2.28	NA	Woodland	8.915662651	meth_2.1	904	16.9715	1609	5565	0.5565	9.369749366	64	150.6436039	9.090909091	29178709
401551	Soil	3.797956493	meth_2.1	Free-living	NA		8.91	meth_1.23	NA		2021-01-27T00:00:00	SL102346			0.0611	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	1.889187182	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.6 Protected landscape	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-34.0492 150.73294	-34.0492	Kurosol	meth_2.27	150.73294	5.923377889	meth_1.23	8.114420079	meth_2.1			0.006629982	meth_2.1	NA		5.62	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Camden Golf Club Park	Kumari Rajapaksha Prathirajage	Soil	80.09	meth_1.23	11	meth_1.23		NA	102.100.100/401551	frozen	NA		4_2	Loamy sand	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401551	1/27/21		Microlaena stipoides (60%); Rytidosperma (5%); Aristida ramosa (1%); Chloris ventricosa (10%); Cymbopogon refractus (1%)	meth_2.28	Bursaria spinosa (2%); Eremophila debilis (2%); Dodonaea viscosa (1%)	meth_2.28	Eucalyptus moluccana (10%); Eucalyptus tereticornis (15%)	meth_2.28	NA	Woodland	7.788944724	meth_2.1	904	16.9715	1609	5565	0.5565	10.25145112	64	150.6714759	9.090909091	25884783
401552	Soil	3.795842251	meth_2.1	Free-living	NA		11.91	meth_1.23	NA		2021-01-27T00:00:00	SL102346			0.0396	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	2.827347008	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.6 Protected landscape	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-33.77004 150.86621	-33.77004	Kurosol	meth_2.27	150.86621	5.919750494	meth_1.23	0.522287462	meth_2.1			0.006234886	meth_2.1	NA		5.81	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Bungarribee Park	Kumari Rajapaksha Prathirajage	Soil	71.09	meth_1.23	17	meth_1.23		NA	102.100.100/401552	frozen	NA		5_2	Sandy loam	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401552	1/27/21		Microlaena stipoides (40%)	meth_2.28	Bursaria spinosa (10%); Hibbertia diffusa (1%)	meth_2.28	Eucalyptus moluccana (8%); Eucalyptus tereticornis (20%)	meth_2.28	NA	Woodland	5.157232704	meth_2.1	879	17.552	1654	5277	0.5277	11.10212061	63	150.6639134	9.090909091	31715880
401553	Soil	2.921873875	meth_2.1	Free-living	NA		7.91	meth_1.23	NA		2021-01-27T00:00:00	SL102346			0.0839	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	3.426271984	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.6 Protected landscape	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-34.04907 150.73021	-34.04907	Kurosol	meth_2.27	150.73021	9.527689229	meth_1.23	1.70295864	meth_2.1			0.003848863	meth_2.1	NA		6.03	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Camden Golf Club Park	Kumari Rajapaksha Prathirajage	Soil	71.09	meth_1.23	21	meth_1.23		NA	102.100.100/401553	frozen	NA		6_2	Sandy loam	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401553	1/27/21		Cynodon dactylon (0.1%)	meth_2.28	0	meth_2.28	Eucalyptus moluccana (3%)	meth_2.28	NA	Woodland	5.627198124	meth_2.1	904	16.9715	1609	5565	0.5565	10.33136578	64	150.6713098	9.090909091	27363169
401554	Soil	3.432101135	meth_2.1	Free-living	NA		8.91	meth_1.23	NA		2021-01-27T00:00:00	SL102346			0.0574	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	2.891684652	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.6 Protected landscape	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-33.77502 150.85921	-33.77502	Kurosol	meth_2.27	150.85921	5.535951923	meth_1.23	1.711165246	meth_2.1			0.005399909	meth_2.1	NA		5.95	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Bungarribee Park	Kumari Rajapaksha Prathirajage	Soil	81.09	meth_1.23	10	meth_1.23		NA	102.100.100/401554	frozen	NA		7_2	Loamy sand	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401554	1/27/21		Microlaena stipoides (10%); Cynodon dactylon (0.5%); Themeda australis (1%)	meth_2.28	Bursaria spinosa (65%)	meth_2.28	Eucalyptus amplifolia (60%); Eucalyptus moluccana (5%); Eucalyptus Tereticornis (10%)	meth_2.28	NA	Woodland	6.265984655	meth_2.1	879	17.552	1639	5325	0.5325	9.02534397	63	150.6611104	9.090909091	26920220
401555	Soil	4.102812706	meth_2.1	Free-living	NA		2.91	meth_1.23	NA		2021-01-27T00:00:00	SL102346			0.0434	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	2.736104531	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.6 Protected landscape	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-33.77386 150.86093	-33.77386	Kurosol	meth_2.27	150.86093	10.57823349	meth_1.23	0.655006966	meth_2.1			0.003984984	meth_2.1	NA		5.87	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Bungarribee Park	Kumari Rajapaksha Prathirajage	Soil	89.09	meth_1.23	8	meth_1.23		NA	102.100.100/401555	frozen	NA		8_2	89.09	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401555	1/27/21		Microlaena stipoides (20%); Oplismenus imbecillis (1%); Sporobolus creber (2%); Cynodon dactylon (30%); Paspalidium gracile (0.5%); Cyperus gracilis (1%)	meth_2.28	Bursaria spinosa (0.1%); Asperula conferta (0.1%); Phyllanthus virgatus (0.1%)	meth_2.28	Melaleuca decora (15%); Eucalyptus amplifolia (30%)	meth_2.28	NA	Woodland	6.608478803	meth_2.1	879	17.552	1654	5277	0.5277	8.489540116	62	150.6491269	9.090909091	26037011
401556	Soil	4.139234754	meth_2.1	Free-living	NA		18.91	meth_1.23	NA		2021-01-29T00:00:00	SL102346			0.0495	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	3.0554532	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-33.61367 150.88248	-33.61367	Kurosol	meth_2.27	150.88248	9.365945675	meth_1.23	5.682890836	meth_2.1			0.003528152	meth_2.1	NA		5.8	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Scheyville NP	Kumari Rajapaksha Prathirajage	Soil	71.09	meth_1.23	10	meth_1.23		NA	102.100.100/401556	frozen	NA		9_2	Sandy loam	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401556	1/29/21		Themeda australis (30%); Microlaena stipoides (40%); Dichelachne micrantha (5%); Panicum effusum (4%); Sporobolus creber (1%); Oplismenus aemulus (2%); Chloris ventricosa (2%)	meth_2.28	Bursaria spinosa (4%)	meth_2.28	Eucalyptus moluccana (12%); Eucalyptus crebra (6%)	meth_2.28	NA	Woodland	11.46245059	meth_2.1	906	17.1695	1606	5633	0.5633	9.642532818	63	150.6771728	9.090909091	27028942
401557	Soil	4.294079769	meth_2.1	Free-living	NA		4.91	meth_1.23	NA		2021-01-29T00:00:00	SL102346			0.0599	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	3.202844894	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-33.61544 150.87872	-33.61544	Kurosol	meth_2.27	150.87872	11.73060893	meth_1.23	15.87294376	meth_2.1			0.024491763	meth_2.1	NA		5.87	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Scheyville NP	Kumari Rajapaksha Prathirajage	Soil	84.09	meth_1.23	11	meth_1.23		NA	102.100.100/401557	frozen	NA		10_2	Loamy sand	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401557	1/29/21		Oplismenus imbecillis (300%); Microlaena stipoides (80%); Cyperus gracilis (6%)	meth_2.28	Breynia oblongifolia (8%); Bursaria spinosa (24%); Trema tomentosa (20%)	meth_2.28	Eucalyptus moluccana (15%); Eucalyptus crebra (5%); Eucalyptus Tereticornis (1%)	meth_2.28	NA	Woodland	14.08450704	meth_2.1	906	17.1695	1606	5633	0.5633	10.45731244	63	150.6687138	9.090909091	30373695
401558	Soil	2.556169241	meth_2.1	Free-living	NA		19.91	meth_1.23	NA		2021-01-29T00:00:00	SL102346			0.0482	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	2.951343195	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-33.61405 150.87895	-33.61405	Kurosol	meth_2.27	150.87895	8.942613206	meth_1.23	6.927054785	meth_2.1			0.003737988	meth_2.1	NA		5.72	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Scheyville NP	Kumari Rajapaksha Prathirajage	Soil	65.09	meth_1.23	15	meth_1.23		NA	102.100.100/401558	frozen	NA		11_2	Sandy loam	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401558	1/29/21		Oplismenus aemulus (5%); Microlaena stipoides (10%); Themeda australis (10%)	meth_2.28	Breynia oblongifolia (5%); Bursaria spinosa (20%); Trema tomentosa (1%)	meth_2.28	Eucalyptus moluccana (25%); Eucalyptus crebra (5%)	meth_2.28	NA	Woodland	10.71895425	meth_2.1	906	17.1695	1606	5633	0.5633	9.509659932	63	150.65619	9.090909091	29209520
401559	Soil	4.052231787	meth_2.1	Free-living	NA		15.31	meth_1.23	NA		2021-02-02T00:00:00	SL102346			0.0238	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	3.443818615	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.1 Strict nature reserve	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-33.65126 150.79556	-33.65126	Chromosol	meth_2.27	150.79556	6.265393274	meth_1.23	0.121881594	meth_2.1			0.005044176	meth_2.1	NA		5.65	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Windsor Downs NR	Kumari Rajapaksha Prathirajage	Soil	65.09	meth_1.23	19.6	meth_1.23		NA	102.100.100/401559	frozen	NA		12_2	Sandy loam	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401559	2/2/21		Lomandra multiflora (1%); Dianella revoluta (1.5%)	meth_2.28	Daviesia ulicifolia (2%); Dillwynia tenuifolia (5%); Melaleuca nodosa (10%)	meth_2.28	Eucalyptus sclerophylla (10%); Angophora bakeri (1%); Eucalyptus Fibrosa (3%)	meth_2.28	NA	Woodland	7.673568819	meth_2.1	856	17.353	1642	5224	0.5224	9.873144496	62	150.6670292	9.090909091	22705321
401560	Soil	2.650061922	meth_2.1	Free-living	NA		19.91	meth_1.23	NA		2021-01-29T00:00:00	SL102346			0.0653	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	3.122130395	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-33.61179 150.88022	-33.61179	Kurosol	meth_2.27	150.88022	11.43679688	meth_1.23	5.235420066	meth_2.1			0.004748047	meth_2.1	NA		5.51	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Scheyville NP	Kumari Rajapaksha Prathirajage	Soil	69.09	meth_1.23	11	meth_1.23		NA	102.100.100/401560	frozen	NA		13_2	Sandy loam	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401560	1/29/21		Chloris ventricosa (1%); Sporobolus creber (1%); Bothriochloa macra (5%); Microlaena stipoides (5%); Themeda australis (20%)	meth_2.28	Bursaria spinosa (4%)	meth_2.28	Eucalyptus moluccana (12%); Eucalyptus crebra (2%)	meth_2.28	NA	Woodland	34.6875	meth_2.1	906	17.1695	1606	5633	0.5633	10.88951654	63	150.6786294	9.090909091	36938770
401561	Soil	3.482693247	meth_2.1	Free-living	NA		4.91	meth_1.23	NA		2021-01-29T00:00:00	SL102346			0.0511	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	2.963040948	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-33.60955 150.88182	-33.60955	Kurosol	meth_2.27	150.88182	9.370313052	meth_1.23	4.288154378	meth_2.1			0.02513772	meth_2.1	NA		5.32	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Scheyville NP	Kumari Rajapaksha Prathirajage	Soil	85.09	meth_1.23	10	meth_1.23		NA	102.100.100/401561	frozen	NA		14_2	Loamy sand	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401561	1/29/21		Aristida vagans (2%); Microlaena stipoides (5%)	meth_2.28	Bursaria spinosa (9%)	meth_2.28	Eucalyptus moluccana (1%)	meth_2.28	NA	Woodland	18.2448037	meth_2.1	906	17.1695	1606	5633	0.5633	9.476575584	63	150.6611815	9.090909091	26709338
401562	Soil	8.405131983	meth_2.1	Free-living	NA		17.91	meth_1.23	NA		2021-01-29T00:00:00	SL102346			0.0526	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	3.448497716	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.3 National park	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-33.61308 150.87949	-33.61308	Kurosol	meth_2.27	150.87949	12.453842	meth_1.23	12.4853775	meth_2.1			0.004269501	meth_2.1	NA		5.98	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Scheyville NP	Kumari Rajapaksha Prathirajage	Soil	73.09	meth_1.23	9	meth_1.23		NA	102.100.100/401562	frozen	NA		15_2	Sandy loam	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401562	1/29/21		Oplismenus aemulus (1%); Chloris ventricosa (8%); Panicum simile (5%); Microlaena stipoides (5%); Themeda australis (15%)	meth_2.28	Breynia oblongifolia (2%)	meth_2.28	Eucalyptus moluccana (15%); Eucalyptus crebra (3%); Eucalyptus Tereticornis (6%)	meth_2.28	NA	Woodland	17.91907514	meth_2.1	906	17.1695	1606	5633	0.5633	9.7184908	63	150.6484564	9.090909091	26390043
401563	Soil	7.842091892	meth_2.1	Free-living	NA		14.91	meth_1.23	NA		2021-02-02T00:00:00	SL102346			0.0378	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	2.59573149	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.1 Strict nature reserve	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-33.67481 150.75069	-33.67481	Chromosol	meth_2.27	150.75069	6.118455495	meth_1.23	0.337340424	meth_2.1			0.007098741	meth_2.1	NA		5.43	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Castlereagh NR	Kumari Rajapaksha Prathirajage	Soil	70.69	meth_1.23	14.4	meth_1.23		NA	102.100.100/401563	frozen	NA		16_2	Sandy loam	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401563	2/2/21		Cyathochaeta diandra (10%); Lomandra multiflora (1%); Lomandra gracilis (4%)	meth_2.28	Melaleuca thymifolia (5%); Hakea sericea (0.8%); Banksia spinulosa (2%); Melaleuca erubescens (1%)	meth_2.28	Eucalyptus sclerophylla (3%); Angophora bakeri (15%); Eucalyptus parramattensis (8%); Allocasuarina littoralis (1%)	meth_2.28	NA	Woodland	28.81118881	meth_2.1	857	17.38017	1618	5314	0.5314	9.955232458	62	150.6613185	9.090909091	31513380
401564	Soil	7.55092887	meth_2.1	Free-living	NA		19.91	meth_1.23	NA		2021-02-03T00:00:00	SL102346			0.0385	meth_2.1	No crop	No crop	No crop	No crop	No crop	https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx	3.118621069	meth_1.23	0	0.1	0	NA		NA		NA		NA		NA	1 Conservation and Natural Environments	1.1.1 Strict nature reserve	Soil [ENVO_00001998]	NA		NA		NA		NA		NA		NA			Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]	Temperate	Australia:Sydney [GAZ_02000355]					-33.69629 150.71494	-33.69629	Chromosol	meth_2.27	150.71494	8.609166429	meth_1.23	0.023481172	meth_2.1			0.005369874	meth_2.1	NA		4.98	meth_2.1	NA		NA			meth_1.23	meth_1.23	Kumari Rajapaksha Prathirajage; Western Sydney University	AM_db_v4.2_202408091431.db	12/8/22	Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx		Wianamatta NR	Kumari Rajapaksha Prathirajage	Soil	62.09	meth_1.23	18	meth_1.23		NA	102.100.100/401564	frozen	NA		17_2	Sandy loam	meth_1.23	NA		https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401564	2/3/21		Cyathochaeta diandra (30%); Entolasia stricta (1%); Lomandra multiflora (1%)	meth_2.28	Melaleuca nodosa (3%); Leptospermum trinervium (1%); Callistemon pinifolius (2%); Banksia spinulosa (1%)	meth_2.28	Eucalyptus sclerophylla (5%); Corymbia gummifera (12%); Angophora bakeri (4%)	meth_2.28	NA	Woodland	19.56521739	meth_2.1	859	17.31983	1627	5302	0.5302	11.77231031	62	150.6705477	9.090909091	33557753
