"Sample"	"sampleID"	"am_environment"	"ammonium_nitrogen_wt"	"ammonium_nitrogen_wt_meth"	"biotic_relationship"	"boron_hot_cacl2"	"boron_hot_cacl2_meth"	"clay"	"clay_meth"	"coarse_sand"	"coarse_sand_meth"	"collection_date"	"collection_permit"	"color"	"color_meth"	"conductivity"	"conductivity_meth"	"crop_rotation_1yr_since_present"	"crop_rotation_2yrs_since_present"	"crop_rotation_3yrs_since_present"	"crop_rotation_4yrs_since_present"	"crop_rotation_5yrs_since_present"	"database_schema_definitions_url"	"density"	"density_meth"	"depth"	"depth_lower"	"depth_upper"	"dtpa_copper"	"dtpa_copper_meth"	"dtpa_iron"	"dtpa_iron_meth"	"dtpa_manganese"	"dtpa_manganese_meth"	"dtpa_zinc"	"dtpa_zinc_meth"	"elev"	"env_broad_scale"	"env_local_scale"	"env_medium"	"exc_aluminium"	"exc_aluminium_meth"	"exc_calcium"	"exc_calcium_meth"	"exc_magnesium"	"exc_magnesium_meth"	"exc_potassium"	"exc_potassium_meth"	"exc_sodium"	"exc_sodium_meth"	"fine_sand"	"fine_sand_meth"	"fire"	"funding_agency"	"general_env_feature"	"geo_loc_name"	"gravel"	"gravel_meth"	"hyperspectral_analysis"	"hyperspectral_analysis_meth"	"lat_lon"	"latitude"	"local_class"	"local_class_meth"	"longitude"	"microbial_biomass"	"microbial_biomass_meth"	"nitrate_nitrogen"	"nitrate_nitrogen_meth"	"notes"	"nucl_acid_ext"	"organic_carbon"	"organic_carbon_meth"	"ph"	"ph_meth"	"ph_solid_h2o"	"ph_solid_h2o_meth"	"phosphorus_colwell"	"phosphorus_colwell_meth"	"potassium_colwell"	"potassium_colwell_meth"	"profile_position"	"samp_collect_device"	"samp_mat_process"	"sample_attribution"	"sample_database_file"	"sample_metadata_ingest_date"	"sample_metadata_ingest_file"	"sample_metadata_update_history"	"sample_site_location_description"	"sample_submitter"	"sample_type"	"sand"	"sand_meth"	"silt"	"silt_meth"	"slope_aspect"	"slope_gradient"	"source_mat_id"	"store_cond"	"sulphur"	"sulphur_meth"	"synonyms"	"texture"	"texture_meth"	"total_nitrogen"	"total_nitrogen_meth"	"url"	"utc_date_sampled"	"utc_time_sampled"	"vegetation_dom_grasses"	"vegetation_dom_grasses_meth"	"vegetation_dom_shrubs"	"vegetation_dom_shrubs_meth"	"vegetation_dom_trees"	"vegetation_dom_trees_meth"	"vegetation_total_cover"	"vegetation_type"	"water_content"	"water_content_soil_meth"	"bio12"	"bio1"	"et0_v3_yr"	"ai_v3_yr"	"AI"	"percent_duplicates"	"percent_gc"	"avg_sequence_length"	"percent_fails"	"total_sequences"	"AI_bin"	"Dataset"
"X401571"	401571	"Soil"	3.838927203	"meth_2.1"	"Free-living"	NA	""	4.91	"meth_1.23"	NA	""	"2021-02-05T00:00:00"	"SL102346"	""	""	0.0737	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.185140344	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.75353 151.06242"	-33.75353	"Sodosol"	"meth_2.27"	151.06242	9.993852385	"meth_1.23"	1.589006498	"meth_2.1"	""	""	0.009984023	"meth_2.1"	NA	""	4.84	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Chilworth Reserve"	"Kumari Rajapaksha Prathirajage"	"Soil"	88.09	"meth_1.23"	7	"meth_1.23"	NA	NA	"102.100.100/401571"	"frozen"	NA	""	"24_2"	"88.09"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401571"	"2/5/21"	""	"Oplismenus Tenel (5%)"	"meth_2.28"	"Notelaea ovata (2%)"	"meth_2.28"	"Eucalyptus pilularis (20%); Angophora costata (5%); Pittosporum undulatum (40%); Syncarpia glomulifera (2%); Ceratopetalum gummiferum (5%); Brachychiton acerifolius (2.5%)"	"meth_2.28"	NA	"Woodland"	30.87149188	"meth_2.1"	1105	17.37933	1582	7147	0.7147	11.0689371143466	63	150.679936742669	9.09090909090909	30149865	"Bin3"	"BASE"
"X401574"	401574	"Soil"	2.297430009	"meth_2.1"	"Free-living"	NA	""	7.31	"meth_1.23"	NA	""	"2021-02-04T00:00:00"	"SL102346"	""	""	0.1171	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.043597527	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.7375 151.155"	-33.7375	"Sodosol"	"meth_2.27"	151.155	14.61804716	"meth_1.23"	10.18753803	"meth_2.1"	""	""	0.008845687	"meth_2.1"	NA	""	5.41	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Dalrymple-Hay NR"	"Kumari Rajapaksha Prathirajage"	"Soil"	82.09	"meth_1.23"	10.6	"meth_1.23"	NA	NA	"102.100.100/401574"	"frozen"	NA	""	"27_2"	"Loamy sand"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401574"	"2/4/21"	""	"Oplismenus imbecillus (2%); Microlaena stipoides (1%)"	"meth_2.28"	"Hymenosporum flavum (0.1%)"	"meth_2.28"	"Eucalyptus pilularis (15%); Eucalyptus saligna (0.5%)"	"meth_2.28"	NA	"Woodland"	48.69109948	"meth_2.1"	1297	16.86283	1526	8718	0.8718	11.0714053754328	64	150.670685535048	9.09090909090909	28814413	"Bin3"	"BASE"
"X401640"	401640	"Soil"	3	"meth_2.1"	"Free-living"	0.47	"meth_2.1"	NA	""	NA	""	"2021-12-08T00:00:00"	"SL102523"	"GRBR"	"meth_2.1"	0.05	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.5	"meth_2.1"	399.3	"meth_2.1"	12.61	"meth_2.1"	0.46	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.7 Other conserved area"	"Soil [ENVO_00001998]"	1.24	"meth_2.1"	2.35	"meth_2.1"	2.49	"meth_2.1"	0.26	"meth_2.1"	0.18	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"55-60"	"meth_2.1"	""	""	"-30.6341 153.0019"	-30.6341	"Kurosol"	"meth_2.27"	153.0019	NA	""	1e-10	"meth_2.1"	"Submitted value={profile_position:Summit/ridge}"	""	2.82	"meth_2.1"	4.5	"meth_2.1"	5.7	"meth_2.1"	1e-10	"meth_2.1"	162	"meth_2.1"	"summit"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Nambucca Heads"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401640"	"frozen"	4.4	"meth_2.1"	"AMI023-0"	"2.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401640"	"12/8/21"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	1494	19.14514	1663	9114	0.9114	11.3930665347215	61	150.656463019073	9.09090909090909	28720873	"Bin3"	"BASE"
"X401591"	401591	"Soil"	3.938798551	"meth_2.1"	"Free-living"	NA	""	2.91	"meth_1.23"	NA	""	"2021-02-01T00:00:00"	"SL102346"	""	""	0.0703	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	0.994309043	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.7 Other conserved area"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.74079 151.03645"	-33.74079	"Sodosol"	"meth_2.27"	151.03645	9.961219042	"meth_1.23"	3.745318665	"meth_2.1"	""	""	0.007792155	"meth_2.1"	NA	""	5.56	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Cumberland State Forest"	"Kumari Rajapaksha Prathirajage"	"Soil"	93.09	"meth_1.23"	4	"meth_1.23"	NA	NA	"102.100.100/401591"	"frozen"	NA	""	"44_2"	"93.09"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401591"	"2/1/21"	""	"Oplismenus aemulus (10%)"	"meth_2.28"	"Acacia implexa (2%); Pittosporum undulatum (8%)"	"meth_2.28"	"Eucalyptus saligna (15%); Brachychiton acerifolius (2%); Angophora costata (2%); Glochidion ferdinandi (15%)"	"meth_2.28"	NA	"Woodland"	15.35022355	"meth_2.1"	1096	17.0865	1571	7300	0.73	9.96680963912446	63	150.681490001338	9.09090909090909	27790418	"Bin3"	"BASE"
"X401626"	401626	"Soil"	2	"meth_2.1"	"Free-living"	0.31	"meth_2.1"	NA	""	NA	""	"2021-11-30T00:00:00"	"SL102523"	"GR"	"meth_2.1"	0.033	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.28	"meth_2.1"	109.3	"meth_2.1"	1.24	"meth_2.1"	0.51	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.7 Other conserved area"	"Soil [ENVO_00001998]"	1.65	"meth_2.1"	0.26	"meth_2.1"	0.23	"meth_2.1"	0.06	"meth_2.1"	0.06	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-33.3731 151.3333"	-33.3731	"Kandosol"	"meth_2.27"	151.3333	NA	""	1e-10	"meth_2.1"	"Submitted value={profile_position:Summit/ridge}"	""	1.12	"meth_2.1"	4.1	"meth_2.1"	4.9	"meth_2.1"	1e-10	"meth_2.1"	44	"meth_2.1"	"summit"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Strickland"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401626"	"frozen"	3.1	"meth_2.1"	"AMI016-0"	"1"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401626"	"11/30/21"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	1234	16.76867	1499	8392	0.8392	10.2314231938687	61	150.672884395669	9.09090909090909	27705346	"Bin3"	"BASE"
"X401569"	401569	"Soil"	56.72525707	"meth_2.1"	"Free-living"	NA	""	12.91	"meth_1.23"	NA	""	"2021-02-04T00:00:00"	"SL102346"	""	""	0.1106	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	1.870470776	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.7 Other conserved area"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.73661 151.1588"	-33.73661	"Sodosol"	"meth_2.27"	151.1588	9.760287195	"meth_1.23"	34.89782173	"meth_2.1"	""	""	0.052558001	"meth_2.1"	NA	""	4.8	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Browns Forest"	"Kumari Rajapaksha Prathirajage"	"Soil"	65.09	"meth_1.23"	22	"meth_1.23"	NA	NA	"102.100.100/401569"	"frozen"	NA	""	"22_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401569"	"2/4/21"	""	"Entolasia marginata (0.1%); Oplismenus aemulus (2%); Lomandra longifolia (0.1%)"	"meth_2.28"	"Syzygium australe (0.1%)"	"meth_2.28"	"Eucalyptus pilularis (20%); Eucalyptus saligna (20%)"	"meth_2.28"	NA	"Woodland"	80.08849558	"meth_2.1"	1297	16.86283	1520	8735	0.8735	10.578713506242	64	150.670489990096	9.09090909090909	27668947	"Bin3"	"BASE"
"X401604"	401604	"Soil"	7	"meth_2.1"	"Free-living"	0.49	"meth_2.1"	NA	""	NA	""	"2021-11-23T00:00:00"	"SL102523"	"DKBR"	"meth_2.1"	0.022	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.28	"meth_2.1"	104.1	"meth_2.1"	3.97	"meth_2.1"	0.29	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	2.66	"meth_2.1"	0.59	"meth_2.1"	0.29	"meth_2.1"	0.17	"meth_2.1"	0.04	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-33.3294 150.13972"	-33.3294	"Kandosol"	"meth_2.27"	150.13972	NA	""	1e-10	"meth_2.1"	"Submitted value={profile_position:Lower slope}"	""	2.29	"meth_2.1"	4.3	"meth_2.1"	5.2	"meth_2.1"	3	"meth_2.1"	67	"meth_2.1"	"footslope"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Newnes State Forest. 10.9km north east of Wallerawang. 16.8 km north of Lithgow. Plot is 400m from original BATS plot due to precipitous nature of that site."	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401604"	"frozen"	4.4	"meth_2.1"	"AMI005-0"	"2"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401604"	"11/23/21"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	943	11.79633	1305	7668	0.7668	11.3484523721306	62	150.673055153853	9.09090909090909	27593648	"Bin3"	"BASE"
"X401614"	401614	"Soil"	5	"meth_2.1"	"Free-living"	0.86	"meth_2.1"	NA	""	NA	""	"2021-11-30T00:00:00"	"SL102523"	"DKGR"	"meth_2.1"	0.124	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	2.08	"meth_2.1"	110.2	"meth_2.1"	33.77	"meth_2.1"	9.27	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	0.08	"meth_2.1"	6.34	"meth_2.1"	4.58	"meth_2.1"	0.31	"meth_2.1"	0.18	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-34.402 150.84319"	-34.402	"Kandosol"	"meth_2.27"	150.84319	NA	""	33	"meth_2.1"	"Submitted value={profile_position:Lower slope}"	""	2.74	"meth_2.1"	4.9	"meth_2.1"	5.8	"meth_2.1"	24	"meth_2.1"	188	"meth_2.1"	"footslope"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Wollongong"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401614"	"frozen"	11.2	"meth_2.1"	"AMI010-0"	"2.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401614"	"11/30/21"	""	""	""	""	""	""	""	NA	"Forest"	NA	""	1401	16.11083	1485	9377	0.9377	9.85678752895602	63	150.657436577081	9.09090909090909	27586045	"Bin3"	"BASE"
"X401580"	401580	"Soil"	2.471539017	"meth_2.1"	"Free-living"	NA	""	17.91	"meth_1.23"	NA	""	"2021-02-05T00:00:00"	"SL102346"	""	""	0.0842	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.167593714	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.5 Habitat/species management area"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.7498 151.05623"	-33.7498	"Sodosol"	"meth_2.27"	151.05623	9.955231223	"meth_1.23"	6.401639692	"meth_2.1"	""	""	0.028192834	"meth_2.1"	NA	""	4.81	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Fearnley Park"	"Kumari Rajapaksha Prathirajage"	"Soil"	72.09	"meth_1.23"	10	"meth_1.23"	NA	NA	"102.100.100/401580"	"frozen"	NA	""	"33_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401580"	"2/5/21"	""	"Lomandra logifolia (1%); Austrostipa ramosissima (2%)"	"meth_2.28"	"Pittosporum undulatum (5%); Breynia oblongifolia (7%); Pittosporum revolutum(3%)"	"meth_2.28"	"Eucalyptus saligna (12%); Angophora costata (15%); Eucalyptus pilularis (4%); Ceratopetalum gummiferum (5%); Ceratopetalum apetalum (2%); Syzygium austale (3%); Clerodendrum tomentosum (1%)"	"meth_2.28"	NA	"Woodland"	21.33333333	"meth_2.1"	1166	16.93017	1575	7323	0.7323	10.0709658973949	63	150.673063177929	9.09090909090909	27315932	"Bin3"	"BASE"
"X401636"	401636	"Soil"	1e-10	"meth_2.1"	"Free-living"	0.24	"meth_2.1"	NA	""	NA	""	"2021-12-08T00:00:00"	"SL102523"	"GR"	"meth_2.1"	0.015	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.18	"meth_2.1"	92.8	"meth_2.1"	4.62	"meth_2.1"	0.18	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	0.31	"meth_2.1"	2.65	"meth_2.1"	0.32	"meth_2.1"	0.02	"meth_2.1"	0.05	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-30.8367 152.9878"	-30.8367	"Hydrosol"	"meth_2.27"	152.9878	NA	""	1	"meth_2.1"	"Submitted value={profile_position:Summit/ridge}"	""	1.34	"meth_2.1"	4.4	"meth_2.1"	5.9	"meth_2.1"	2	"meth_2.1"	16	"meth_2.1"	"summit"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Stuart Point"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401636"	"frozen"	1.5	"meth_2.1"	"AMI021-0"	"1"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401636"	"12/8/21"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	1408	18.82135	1643	8596	0.8596	8.78520386637075	63	150.681528127615	9.09090909090909	27201969	"Bin3"	"BASE"
"X401610"	401610	"Soil"	12	"meth_2.1"	"Free-living"	0.28	"meth_2.1"	NA	""	NA	""	"2021-11-24T00:00:00"	"SL102523"	"GRYW"	"meth_2.1"	0.026	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.17	"meth_2.1"	107	"meth_2.1"	1.78	"meth_2.1"	0.32	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	1.77	"meth_2.1"	0.19	"meth_2.1"	0.16	"meth_2.1"	0.08	"meth_2.1"	0.03	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-33.705 150.45642"	-33.705	"Kandosol"	"meth_2.27"	150.45642	NA	""	1e-10	"meth_2.1"	"Submitted value={profile_position:Upper slope}"	""	1.32	"meth_2.1"	4.2	"meth_2.1"	5	"meth_2.1"	3	"meth_2.1"	43	"meth_2.1"	"shoulder"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Lawson; Blue Mountains National Park. 2.8km north east of Lawson. 13.5km east north east of Katoomba"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401610"	"frozen"	3.1	"meth_2.1"	"AMI008-0"	"1"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401610"	"11/24/21"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	1233	13.73667	1393	8859	0.8859	10.4773487521966	60	150.657560152106	9.09090909090909	26907038	"Bin3"	"BASE"
"X401594"	401594	"Soil"	5.773279627	"meth_2.1"	"Free-living"	NA	""	18.91	"meth_1.23"	NA	""	"2021-02-01T00:00:00"	"SL102346"	""	""	0.0725	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	1.15339849	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.5 Habitat/species management area"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.74088 151.06241"	-33.74088	"Sodosol"	"meth_2.27"	151.06241	14.31021098	"meth_1.23"	0.149935137	"meth_2.1"	""	""	0.030095789	"meth_2.1"	NA	""	5.35	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Observatory Park"	"Kumari Rajapaksha Prathirajage"	"Soil"	65.09	"meth_1.23"	16	"meth_1.23"	NA	NA	"102.100.100/401594"	"frozen"	NA	""	"47_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401594"	"2/1/21"	""	"Themeda australis (2%); Lomandra longifolia (3%); Imperata cylindrica (1%); Entolasia marginata (1%)"	"meth_2.28"	"Elaeocarpus reticulatus (5%)"	"meth_2.28"	"Eucalyptus pilularis (50%); Acacia binervia (2%); Allocasuarina torulosa (2%); Eucalyptus saligna (10%); Eucalyptus paniculata (1%);"	"meth_2.28"	NA	"Woodland"	22.55729795	"meth_2.1"	1166	16.93017	1561	7569	0.7569	9.32135057552344	62	150.667031287688	9.09090909090909	26898248	"Bin3"	"BASE"
