layers	Brady_Reference	GCA_004212675_1	GCA_024199845_1	GCA_900099825_1	Brady_401573_Strain_1	Brady_401616_Strain_1	Brady_401656_Strain_2	Brady_401558_Strain_2	Brady_138538_Strain_2	Brady_401554_Strain_1	Brady_401652_Strain_2	GCA_000938255_1	Brady_401658_Strain_2	Brady_401558_Strain_1	Brady_401652_Strain_1	Brady_401564_Strain_2	GCA_011058295_1	GCA_900011245_1	GCA_001693485_1	Brady_12816_Strain_1	GCA_018130215_1	Brady_401600_Strain_2	Brady_401595_Strain_2	GCA_030435535_1	GCA_000473125_1	GCA_946415105_1	Brady_401588_Strain_2	GCA_018130385_1	Brady_401606_Strain_1	GCA_003020115_1	GCA_900129675_1	Brady_401566_Strain_1	GCA_031202265_1	GCA_016616425_1	GCA_027594865_1	GCA_018398895_1	Brady_401556_Strain_2	GCA_900104755_1	Brady_401660_Strain_1	Brady_401552_Strain_1	GCA_900142345_1	Brady_401548_Strain_2	GCA_029714945_1	GCA_015624505_1	GCA_001440415_1	GCA_000472925_1	Brady_401568_Strain_2	Brady_401557_Strain_2	GCA_936928535_1	GCA_023073735_1	GCA_006519655_1	GCA_008123425_1	Brady_401589_Strain_2	Brady_401600_Strain_1	GCA_003476535_1	GCA_029714305_1	GCA_018130795_1	GCA_030378205_1	Brady_401580_Strain_2	GCA_018130565_1	Brady_401568_Strain_1	GCA_000472425_1	Brady_401595_Strain_1	Brady_401593_Strain_2	Brady_401592_Strain_1	GCA_016907215_1	GCA_900142985_1	GCA_017614905_1	GCA_003062295_1	Brady_401563_Strain_2	Brady_401564_Strain_1	GCA_019455395_1	Brady_401632_Strain_1	Brady_401577_Strain_2	GCA_023073935_1	GCA_020329485_1	GCA_002108805_1	GCA_018131185_1	Brady_401550_Strain_2	GCA_000472385_1	GCA_900141755_1	Brady_401583_Strain_2	Brady_401560_Strain_2	GCA_003476565_1	GCA_016031625_1	GCA_000472645_1	GCA_015291625_1	GCA_018129725_1	Brady_401560_Strain_1	Brady_401554_Strain_2	Brady_401550_Strain_1	Brady_401571_Strain_1	Brady_401624_Strain_2	GCA_021052265_1	Brady_401658_Strain_1	GCA_029761915_1	GCA_001593325_1	Brady_401561_Strain_1	GCA_023073095_1	GCA_001908185_1	Brady_401552_Strain_2	GCA_900129425_1	GCA_022012435_1	GCA_029714405_1	GCA_023073035_1	Brady_401648_Strain_1	Brady_401586_Strain_2	GCA_023074095_1	Brady_401566_Strain_2	Brady_7085_Strain_2	Brady_401556_Strain_1	Brady_7085_Strain_1	GCA_023073475_1	Brady_401583_Strain_1	GCA_016616235_1	Brady_401567_Strain_2	Brady_401569_Strain_2	GCA_900109945_1	Brady_401580_Strain_1	Brady_401553_Strain_2	Brady_401581_Strain_1	Brady_401594_Strain_1	GCA_000518345_1	Brady_401576_Strain_1	GCA_004634465_1	Brady_401591_Strain_1	Brady_401582_Strain_1	GCA_019972155_1	Brady_401592_Strain_2	GCA_000938285_1	GCA_018398875_1	Brady_401577_Strain_1	GCA_023100945_1	Brady_401576_Strain_2	Brady_401570_Strain_1	Brady_401567_Strain_1	GCA_009766005_1	Brady_401656_Strain_1	Brady_401614_Strain_1	GCA_014844175_1	Brady_401557_Strain_1	Brady_401588_Strain_1	Brady_401553_Strain_1	Brady_401660_Strain_2	GCA_001440475_1	Brady_401589_Strain_1	GCA_018130785_1	Brady_401586_Strain_1	Brady_401569_Strain_1	Brady_401640_Strain_1	Brady_401636_Strain_1	Brady_401636_Strain_2	Brady_401593_Strain_1	Brady_138538_Strain_1	Brady_401582_Strain_2	Brady_7083_Strain_2	GCA_900129505_1	GCA_023072905_1	Brady_7083_Strain_1	Brady_401561_Strain_2	Brady_401608_Strain_1	Brady_401579_Strain_1	GCA_001440035_1	GCA_023073875_1	GCA_013114825_1	GCA_016031635_1	Brady_401548_Strain_1	Brady_401604_Strain_1	GCA_018130735_1	GCA_900011265_1	GCA_016612535_1	GCA_021052305_1	Brady_401608_Strain_2	Brady_401624_Strain_1	GCA_013114835_1	GCA_000465325_1	Brady_401594_Strain_2	Brady_401563_Strain_1	GCA_018130685_1	GCA_015291565_1	GCA_024199945_1
Brady_401579_Strain_1	0.969788	0.83893	0.867428	0.839837	0.968838	0.962593	0.93871	0.938753	0.941337	0.962916	0.943851	0.875081	0.931636	0.958602	0.959432	0.943313	0.845589	0.868166	0.833814	0.961616	0.843663	0.947336	0.941395	0.88145	0.873794	0.846346	0.942984	0.837686	0.967035	0.869667	0.838222	0.964802	0.839429	0.867846	0.877886	0.83231	0.939266	0.839981	0.959725	0.959783	0.840464	0.93546	0.89166	0.877683	0.83254	0.854817	0.947573	0.940566	0.876498	0.864303	0.874239	0.893599	0.941259	0.964495	0.847785	0.837426	0.875809	0.844834	0.944147	0.870142	0.965468	0.837834	0.962029	0.944782	0.960146	0.866202	0.822153	0.838991	0.835861	0.946403	0.964028	0.877479	0.963142	0.937957	0.865163	0.836775	0.865818	0.866774	0.934074	0.828156	0.83312	0.942523	0.934441	0.847547	0.866517	0.877128	0.845896	0.846643	0.95716	0.943	0.956123	0.970272	0.93227	0.873788	0.956007	0.862997	0.86607	0.964575	0.868349	0.869991	0.93593	0.829449	0.876611	0.851893	0.867662	0.963319	0.93676	0.864593	0.946007	0.933281	0.958918	0.957939	0.86492	0.961151	0.878434	0.930417	0.945777	0.874063	0.964853	0.942885	0.962728	0.960128	0.867751	0.96586	0.875122	0.96774	0.964506	0.845101	0.936462	0.875134	0.832303	0.95933	0.83562	0.94746	0.968687	0.956181	0.832908	0.959944	0.965029	0.873345	0.957746	0.959168	0.959145	0.939202	0.836704	0.960031	0.874625	0.956203	0.964473	0.968324	0.964816	0.945316	0.962684	0.959239	0.94714	0.9301	0.836627	0.866882	0.955386	0.944728	0.963295	1.0	0.875598	0.86384	0.831436	0.870276	0.956921	0.963213	0.874522	0.876237	0.885253	0.866798	0.947803	0.957229	0.833476	0.847334	0.936881	0.964877	0.870078	0.848675	0.891198
Brady_401580_Strain_1	0.961387	0.840129	0.873503	0.841888	0.964061	0.95874	0.933873	0.935133	0.937141	0.961392	0.938987	0.879712	0.928935	0.957683	0.957399	0.937464	0.847002	0.874496	0.836945	0.958406	0.844667	0.940572	0.937077	0.884374	0.880518	0.847695	0.938303	0.84006	0.960709	0.874754	0.839615	0.960123	0.84002	0.873509	0.883086	0.83473	0.935274	0.841522	0.958151	0.95872	0.841862	0.93258	0.892885	0.881996	0.834384	0.860889	0.940377	0.936751	0.877981	0.869998	0.879716	0.894488	0.936745	0.959672	0.848869	0.841001	0.882437	0.846519	0.960058	0.87612	0.960368	0.837455	0.960274	0.93968	0.959626	0.871917	0.820423	0.840146	0.839042	0.939308	0.960255	0.880534	0.959234	0.933982	0.871015	0.838935	0.872218	0.873152	0.931496	0.828706	0.832059	0.939006	0.93148	0.849284	0.872516	0.882826	0.847119	0.847944	0.956414	0.938505	0.956113	0.964959	0.929742	0.880233	0.955929	0.869934	0.872613	0.961329	0.874346	0.877994	0.932117	0.829215	0.879876	0.857611	0.874368	0.961039	0.933646	0.871289	0.93947	0.929959	0.957688	0.956667	0.870844	0.961183	0.883712	0.927936	0.940894	0.87939	1.0	0.938873	0.961321	0.959149	0.873749	0.960805	0.882411	0.964245	0.963828	0.84794	0.932682	0.880465	0.834595	0.958097	0.839206	0.940679	0.964158	0.955061	0.830884	0.957462	0.960764	0.879425	0.95666	0.956999	0.957679	0.934963	0.839982	0.958096	0.880661	0.955623	0.963178	0.963087	0.961682	0.939139	0.960925	0.956805	0.942488	0.927844	0.837511	0.872797	0.955177	0.938918	0.958389	0.96487	0.87781	0.870168	0.833714	0.875413	0.956588	0.958688	0.881922	0.883033	0.888006	0.872189	0.941003	0.956548	0.835805	0.848379	0.932755	0.959959	0.876021	0.85067	0.892284
Brady_401580_Strain_2	0.948583	0.810568	0.843998	0.813598	0.944301	0.942086	0.930648	0.931149	0.932099	0.938675	0.934324	0.850236	0.925329	0.935945	0.93802	0.935724	0.815661	0.844493	0.809263	0.940031	0.81228	0.937007	0.935193	0.854875	0.849978	0.815328	0.933103	0.811582	0.941777	0.844505	0.811276	0.938662	0.811685	0.843911	0.854625	0.80832	0.931397	0.813887	0.93554	0.93465	0.813736	0.928589	0.866676	0.851965	0.808191	0.830874	0.937463	0.931768	0.849768	0.839457	0.849557	0.868129	0.932855	0.939681	0.815987	0.810863	0.852521	0.814733	1.0	0.844747	0.939558	0.808819	0.937102	0.93696	0.934873	0.84244	0.798178	0.810328	0.810692	0.93627	0.937479	0.850648	0.940899	0.931625	0.839741	0.809208	0.842514	0.841846	0.927236	0.804456	0.806912	0.936943	0.927472	0.816065	0.84213	0.854068	0.816182	0.816628	0.933673	0.93724	0.93398	0.943998	0.926827	0.849571	0.932799	0.839292	0.841194	0.938758	0.843753	0.847714	0.930727	0.804705	0.852703	0.827971	0.843572	0.942008	0.928347	0.840241	0.936523	0.927395	0.935941	0.932866	0.840134	0.939059	0.854804	0.923961	0.940216	0.850714	0.960066	0.934077	0.94122	0.934421	0.842773	0.939592	0.85135	0.941569	0.941201	0.814973	0.932156	0.850826	0.808628	0.935606	0.811528	0.937761	0.943759	0.931537	0.807163	0.934305	0.943036	0.849502	0.936485	0.937433	0.93781	0.931684	0.810683	0.936984	0.850604	0.934571	0.939895	0.942688	0.939276	0.937829	0.939526	0.935618	0.941653	0.923775	0.809929	0.843083	0.932494	0.937392	0.939387	0.944184	0.848946	0.839621	0.805755	0.845701	0.934623	0.93928	0.851676	0.852212	0.860813	0.842919	0.935885	0.932619	0.808358	0.815559	0.931483	0.93869	0.845107	0.815886	0.866289
Brady_401581_Strain_1	0.964491	0.839808	0.872385	0.845975	0.963835	0.963533	0.935409	0.937046	0.938164	0.960022	0.942421	0.877709	0.930458	0.959698	0.961384	0.938961	0.846823	0.87362	0.841587	0.95877	0.843678	0.9427	0.938442	0.880879	0.87789	0.846642	0.941176	0.848105	0.960827	0.873804	0.842038	0.959134	0.843224	0.872189	0.881653	0.840842	0.937239	0.845401	0.958977	0.957425	0.846111	0.934696	0.891825	0.879798	0.840688	0.859512	0.942609	0.939419	0.876651	0.867557	0.877928	0.892091	0.938974	0.959571	0.847569	0.846272	0.883482	0.843499	0.941233	0.874778	0.95989	0.83045	0.958726	0.942378	0.958832	0.870231	0.818989	0.839033	0.847349	0.941189	0.958318	0.877765	0.961809	0.935845	0.869206	0.837405	0.870168	0.87156	0.933428	0.824021	0.832169	0.941141	0.933072	0.847624	0.870156	0.881785	0.847081	0.847136	0.958031	0.940403	0.957894	0.963921	0.930418	0.878031	0.957099	0.867764	0.870688	0.959996	0.872535	0.877082	0.933468	0.829283	0.877184	0.855898	0.872308	0.962455	0.935775	0.869336	0.941215	0.931075	0.959188	0.955917	0.868371	0.963011	0.882194	0.928495	0.942603	0.877365	0.96134	0.941852	1.0	0.957476	0.871872	0.959405	0.883215	0.962202	0.962726	0.847005	0.934352	0.878488	0.84012	0.958769	0.845592	0.942165	0.963357	0.954166	0.831702	0.956084	0.96487	0.877255	0.959902	0.96025	0.960774	0.93724	0.846411	0.959642	0.881169	0.957878	0.961103	0.962078	0.961204	0.941639	0.962873	0.955757	0.944432	0.92927	0.836901	0.871413	0.955882	0.94086	0.958589	0.962751	0.875537	0.8678	0.839971	0.873546	0.958678	0.958735	0.882426	0.884547	0.88609	0.871249	0.942961	0.95489	0.840799	0.846944	0.933916	0.959125	0.874805	0.849017	0.890776
Brady_401582_Strain_1	0.963566	0.838655	0.872166	0.839482	0.964456	0.95991	0.935198	0.935809	0.938231	0.961654	0.94053	0.877777	0.929588	0.957301	0.957744	0.938295	0.845732	0.872302	0.835547	0.958711	0.842541	0.942154	0.938245	0.882429	0.878397	0.846118	0.93966	0.838707	0.960904	0.87324	0.838	0.959677	0.838267	0.871407	0.881545	0.832569	0.936314	0.839441	0.957934	0.957814	0.839224	0.933583	0.892345	0.879744	0.833773	0.859461	0.942001	0.937728	0.87679	0.868415	0.878733	0.892187	0.937915	0.959746	0.847171	0.83925	0.880151	0.844743	0.941387	0.874181	0.960039	0.833288	0.960013	0.941093	0.958772	0.8705	0.819689	0.837087	0.836532	0.940754	0.95904	0.878141	0.959756	0.934903	0.869078	0.836668	0.869892	0.870985	0.932324	0.824969	0.830331	0.94045	0.932318	0.846963	0.87054	0.880727	0.846195	0.84646	0.955812	0.940074	0.955786	0.965341	0.930709	0.878495	0.955196	0.867891	0.87002	0.961055	0.872642	0.876896	0.933144	0.827252	0.87765	0.855333	0.87189	0.962438	0.934385	0.868608	0.940854	0.930819	0.957471	0.955841	0.869095	0.961719	0.882169	0.928378	0.942771	0.877327	0.963848	0.940355	0.96275	0.958181	0.871733	0.960017	0.879898	0.963999	1.0	0.846732	0.933748	0.878676	0.832919	0.957685	0.836522	0.941642	0.964726	0.954161	0.829669	0.957363	0.961854	0.877878	0.956635	0.957278	0.958051	0.936361	0.837206	0.958017	0.878607	0.955222	0.964145	0.962265	0.961421	0.940797	0.960865	0.95673	0.964131	0.928556	0.835069	0.871309	0.954494	0.94053	0.958411	0.964548	0.875482	0.868718	0.832401	0.873243	0.956401	0.958549	0.87962	0.880428	0.886494	0.870376	0.942528	0.955261	0.833491	0.846752	0.933817	0.959333	0.874613	0.848298	0.890487
Brady_401582_Strain_2	0.952622	0.810049	0.845513	0.812037	0.947296	0.945262	0.93221	0.932367	0.933597	0.94116	0.936443	0.852064	0.926142	0.938465	0.940776	0.935928	0.814078	0.845871	0.80932	0.942808	0.811627	0.938372	0.93608	0.85597	0.851076	0.814969	0.935228	0.811057	0.944615	0.846086	0.811358	0.941193	0.810967	0.845157	0.856528	0.807266	0.932697	0.81137	0.938401	0.936966	0.812504	0.929995	0.868917	0.853243	0.806156	0.830995	0.938668	0.93327	0.851345	0.84104	0.851016	0.870421	0.934469	0.942345	0.815036	0.810684	0.85388	0.813548	0.941559	0.845461	0.942476	0.805597	0.939389	0.938747	0.937238	0.843855	0.798329	0.809488	0.810301	0.937356	0.939692	0.851683	0.943667	0.932525	0.841704	0.809403	0.843202	0.842242	0.92829	0.802175	0.8046	0.939006	0.928351	0.815054	0.842704	0.855057	0.814847	0.814819	0.936323	0.938576	0.936363	0.947406	0.92699	0.85117	0.935075	0.840619	0.842149	0.941542	0.845634	0.850292	0.931028	0.803716	0.852335	0.828141	0.84518	0.94513	0.929949	0.841515	0.93768	0.927868	0.938581	0.935424	0.841797	0.941801	0.856243	0.924147	0.942357	0.851019	0.942562	0.935992	0.944455	0.936624	0.845295	0.942077	0.853155	0.944191	0.964115	0.814164	0.932518	0.852398	0.806582	0.937929	0.811021	0.93871	0.946966	0.933633	0.80488	0.937044	0.946434	0.850816	0.93895	0.94028	0.940589	0.933341	0.810443	0.939362	0.851529	0.936784	0.943042	0.945014	0.942237	0.939082	0.942319	0.938379	1.0	0.924425	0.808525	0.844682	0.934726	0.93836	0.942124	0.947181	0.850227	0.841984	0.805826	0.846713	0.937169	0.941856	0.852637	0.853649	0.863323	0.843662	0.937777	0.934738	0.807498	0.815002	0.931742	0.941185	0.84618	0.81585	0.867423
Brady_401583_Strain_1	0.961261	0.839845	0.875085	0.845485	0.961868	0.960965	0.933712	0.93475	0.936511	0.959425	0.93927	0.880992	0.929129	0.958761	0.959389	0.9364	0.847279	0.875711	0.841113	0.95745	0.845373	0.939751	0.936386	0.885697	0.88112	0.848812	0.938279	0.847092	0.959145	0.87616	0.842178	0.958093	0.842677	0.874564	0.884685	0.839738	0.934896	0.84466	0.958457	0.957617	0.844906	0.932904	0.894542	0.882278	0.839936	0.861016	0.939626	0.936876	0.878944	0.870203	0.881106	0.895136	0.936255	0.958334	0.850048	0.845088	0.885505	0.844948	0.938982	0.878558	0.958734	0.833422	0.95866	0.939225	0.958717	0.873101	0.818988	0.839531	0.844767	0.938265	0.957864	0.880879	0.960018	0.93352	0.872451	0.838538	0.873388	0.873781	0.931589	0.824122	0.83336	0.959909	0.931168	0.850073	0.872995	0.884183	0.847702	0.849301	0.957376	0.938002	0.957562	0.962299	0.929181	0.881209	0.957033	0.870165	0.873825	0.959305	0.875174	0.878696	0.931703	0.829794	0.880634	0.856344	0.87447	0.960611	0.933439	0.871609	0.938275	0.929495	0.958304	0.956261	0.872519	1.0	0.88472	0.927569	0.940246	0.880492	0.961214	0.939187	0.963036	0.957486	0.874897	0.958154	0.885274	0.961224	0.961693	0.847651	0.932255	0.881787	0.83989	0.95832	0.844656	0.939318	0.961591	0.954621	0.831255	0.955942	0.96257	0.880118	0.958436	0.958524	0.959318	0.934864	0.843941	0.958419	0.882775	0.957007	0.960775	0.960385	0.960353	0.938597	0.961413	0.955732	0.941698	0.928004	0.837805	0.874538	0.956004	0.938284	0.957216	0.961201	0.878364	0.871949	0.839748	0.876342	0.957964	0.957635	0.884379	0.887221	0.888908	0.873695	0.940068	0.955389	0.841703	0.850271	0.932409	0.958198	0.877547	0.850797	0.893711
Brady_401583_Strain_2	0.948086	0.810101	0.844735	0.815063	0.943009	0.94232	0.928995	0.932407	0.930714	0.937826	0.935882	0.85111	0.926498	0.935724	0.938154	0.932969	0.81567	0.844771	0.812487	0.93949	0.81243	0.935438	0.93333	0.855633	0.849639	0.816209	0.93417	0.8163	0.940561	0.845621	0.81208	0.937447	0.813888	0.845546	0.85581	0.811663	0.931723	0.814871	0.93534	0.934161	0.814884	0.929911	0.868723	0.851979	0.810115	0.83034	0.935636	0.933127	0.850919	0.83948	0.849863	0.869882	0.933139	0.938724	0.815736	0.812768	0.856098	0.812745	0.936987	0.84576	0.938858	0.804163	0.936413	0.937829	0.93457	0.843615	0.797485	0.809871	0.815492	0.934319	0.936317	0.851404	0.940247	0.931283	0.840545	0.80969	0.843291	0.842212	0.928446	0.801369	0.805856	1.0	0.928183	0.816098	0.842253	0.855025	0.815346	0.8158	0.933628	0.93446	0.934083	0.942963	0.925093	0.850057	0.932771	0.839536	0.841772	0.938164	0.844822	0.848884	0.929182	0.803099	0.852585	0.827909	0.84461	0.941305	0.929631	0.839793	0.93424	0.926641	0.935596	0.932968	0.840469	0.959864	0.855511	0.923167	0.937293	0.850462	0.939107	0.935065	0.94111	0.933811	0.84451	0.938451	0.85567	0.940586	0.940446	0.81307	0.931056	0.851518	0.812095	0.935023	0.816289	0.935177	0.942263	0.931362	0.805903	0.934221	0.942664	0.849722	0.93672	0.937383	0.937658	0.931892	0.814958	0.936297	0.852174	0.934344	0.939456	0.941012	0.938799	0.936448	0.939273	0.935366	0.939159	0.924371	0.809574	0.843475	0.932616	0.93489	0.938428	0.942517	0.85006	0.839716	0.811494	0.846334	0.934654	0.938407	0.854499	0.856924	0.862252	0.843772	0.934597	0.932096	0.812537	0.81557	0.929812	0.937738	0.845972	0.814659	0.867537
Brady_401586_Strain_1	0.95821	0.842014	0.878006	0.84259	0.956927	0.957557	0.932136	0.933235	0.933559	0.95544	0.937232	0.884522	0.927971	0.959273	0.959087	0.933445	0.847214	0.880021	0.840062	0.954271	0.844883	0.936446	0.933271	0.887424	0.88504	0.84802	0.936896	0.845676	0.955153	0.880117	0.840319	0.954793	0.841215	0.877793	0.889396	0.838374	0.933789	0.842163	0.957149	0.956483	0.842986	0.931558	0.897436	0.886003	0.837478	0.864401	0.936236	0.935544	0.881893	0.874539	0.884738	0.89825	0.934582	0.954773	0.848881	0.844136	0.89165	0.844825	0.934605	0.882086	0.95522	0.830564	0.955048	0.936084	0.956698	0.876697	0.818645	0.840435	0.842895	0.935404	0.954688	0.884465	0.956189	0.931603	0.875281	0.839131	0.876901	0.876697	0.931039	0.823547	0.831317	0.934318	0.931301	0.849767	0.8771	0.889193	0.848105	0.84752	0.959127	0.934457	0.95838	0.957011	0.927477	0.884985	0.957386	0.873356	0.876223	0.956179	0.879592	0.881182	0.930453	0.829099	0.883745	0.861907	0.878716	0.955361	0.95356	0.875769	0.935291	0.927462	0.958852	0.954244	0.875917	0.95702	0.887462	0.927107	0.935786	0.884142	0.955586	0.936523	0.957802	0.956153	0.878676	0.954718	0.891222	0.956301	0.955182	0.847374	0.930765	0.885303	0.838535	0.957225	0.842811	0.936049	0.956818	0.954887	0.829063	0.954112	0.958784	0.884538	0.959944	0.959772	0.957679	0.933245	0.842877	0.957958	0.889126	1.0	0.954687	0.956674	0.95714	0.935401	0.958032	0.952382	0.936737	0.925906	0.836615	0.878309	0.95493	0.9354	0.953549	0.956155	0.881555	0.875453	0.837834	0.879345	0.9583	0.954069	0.890862	0.892141	0.891474	0.877608	0.936452	0.953839	0.838938	0.848917	0.931398	0.955001	0.881167	0.850559	0.896243
Brady_401586_Strain_2	0.942306	0.81358	0.847242	0.815811	0.93734	0.937264	0.924926	0.931318	0.925091	0.933374	0.93384	0.852544	0.92492	0.933671	0.935256	0.927269	0.817095	0.847832	0.813588	0.934509	0.814578	0.929089	0.927035	0.856875	0.853393	0.819	0.934241	0.817863	0.935551	0.848	0.814453	0.933392	0.813828	0.846234	0.859295	0.811807	0.931077	0.815538	0.93306	0.932165	0.815706	0.92827	0.869076	0.853666	0.811977	0.833567	0.929556	0.933409	0.852657	0.843225	0.853534	0.870186	0.930615	0.934132	0.818723	0.814839	0.860951	0.814349	0.928252	0.848715	0.934457	0.804788	0.932358	0.931697	0.931976	0.845289	0.795846	0.813568	0.815983	0.928601	0.932608	0.853759	0.935251	0.928089	0.843549	0.81343	0.84521	0.844566	0.927797	0.801752	0.806263	0.929646	0.928892	0.818433	0.844261	0.858594	0.817375	0.817399	0.933007	0.927816	0.932646	0.937039	0.921176	0.853493	0.931204	0.841638	0.843693	0.934403	0.847233	0.849224	0.926012	0.805561	0.854389	0.830574	0.846959	0.935315	1.0	0.843577	0.928619	0.922183	0.933855	0.929968	0.844088	0.93348	0.857171	0.920942	0.928791	0.852866	0.933552	0.93127	0.935692	0.931955	0.847096	0.933974	0.860356	0.934987	0.934368	0.816171	0.926743	0.852604	0.812333	0.932301	0.816197	0.92887	0.936873	0.930601	0.805865	0.931526	0.937307	0.853368	0.934665	0.935064	0.934468	0.928354	0.814428	0.934186	0.85923	0.953591	0.933728	0.936305	0.934643	0.93088	0.935059	0.931121	0.929862	0.920793	0.810111	0.846235	0.930111	0.929469	0.933791	0.936872	0.851891	0.844127	0.811437	0.848287	0.933004	0.933786	0.859437	0.861635	0.863357	0.845489	0.928718	0.929519	0.811796	0.81828	0.926289	0.933363	0.848925	0.81815	0.867476
Brady_401588_Strain_1	0.961247	0.841503	0.87612	0.844064	0.959638	0.960855	0.933317	0.936048	0.935383	0.956878	0.940793	0.87992	0.929838	0.960599	0.961939	0.936178	0.847459	0.877423	0.841559	0.956609	0.844177	0.939681	0.935532	0.883014	0.882136	0.847515	0.960717	0.847808	0.957742	0.877226	0.841665	0.956827	0.842892	0.875429	0.886903	0.83963	0.936296	0.843604	0.958125	0.95654	0.844778	0.933838	0.891663	0.882331	0.838967	0.861626	0.939835	0.938599	0.878906	0.871687	0.882393	0.893522	0.937808	0.956867	0.849339	0.845035	0.887449	0.843737	0.937501	0.879734	0.957594	0.830611	0.955723	0.939244	0.956636	0.874253	0.817762	0.84027	0.846201	0.938587	0.956261	0.880563	0.958837	0.934035	0.873226	0.838354	0.87382	0.875019	0.933157	0.823778	0.831625	0.937362	0.933211	0.849654	0.874241	0.885213	0.847951	0.849393	0.959608	0.937299	0.9593	0.959629	0.929059	0.882143	0.95754	0.871511	0.874282	0.957634	0.87708	0.877255	0.931919	0.828418	0.879332	0.858898	0.876434	0.957847	0.935122	0.873866	0.938593	0.929648	0.959939	0.955082	0.873357	0.958548	0.884953	0.927663	0.938684	0.880476	0.956972	0.939927	0.960213	0.955452	0.876302	0.956832	0.886247	0.958271	0.957343	0.847288	0.932069	0.880444	0.83972	0.958468	0.845095	0.939347	0.959252	0.953843	0.830022	0.954122	0.961956	0.881735	0.961923	1.0	0.960063	0.935219	0.845476	0.959716	0.890485	0.959762	0.956363	0.959337	0.959128	0.938867	0.959794	0.953396	0.940169	0.928221	0.836509	0.875643	0.955853	0.938182	0.956039	0.959164	0.877004	0.872785	0.838943	0.876897	0.959247	0.95619	0.886509	0.887613	0.887648	0.874613	0.940012	0.953974	0.840231	0.849301	0.932122	0.95702	0.878622	0.851047	0.891136
Brady_401588_Strain_2	0.949092	0.813343	0.849566	0.815893	0.943039	0.94293	0.928032	0.935524	0.92915	0.938185	0.939533	0.852139	0.927807	0.938085	0.940538	0.93195	0.817868	0.848954	0.813924	0.939872	0.814039	0.934825	0.931044	0.856177	0.853981	0.818139	1.0	0.818465	0.941572	0.848645	0.814566	0.938754	0.814634	0.848599	0.861113	0.813184	0.934748	0.815842	0.936923	0.935528	0.816517	0.932123	0.867284	0.854564	0.812462	0.832877	0.935326	0.938279	0.852343	0.84393	0.854381	0.868327	0.935599	0.939638	0.818309	0.815996	0.860231	0.815584	0.933236	0.848727	0.940036	0.804729	0.93638	0.936436	0.935289	0.847023	0.796937	0.813246	0.817144	0.934037	0.937302	0.852555	0.941089	0.932277	0.844739	0.81175	0.846183	0.845873	0.931432	0.800946	0.808174	0.934045	0.932105	0.818321	0.844999	0.85856	0.816805	0.818976	0.936364	0.932812	0.936647	0.942878	0.924359	0.854337	0.93448	0.842182	0.845781	0.938862	0.848733	0.848895	0.928571	0.805641	0.853463	0.829584	0.847622	0.941055	0.934181	0.844812	0.933813	0.926007	0.938222	0.933903	0.845126	0.938223	0.857782	0.922895	0.933572	0.853423	0.93816	0.936727	0.941071	0.934787	0.8484	0.939341	0.859261	0.940335	0.939581	0.816532	0.929324	0.852547	0.812259	0.936836	0.817354	0.934251	0.942497	0.932737	0.805513	0.934955	0.943647	0.854298	0.939526	0.960822	0.93957	0.932126	0.81797	0.938844	0.86417	0.936791	0.938431	0.942444	0.939592	0.935884	0.939997	0.935264	0.935218	0.924549	0.810123	0.847363	0.934053	0.93428	0.939353	0.942987	0.850367	0.844528	0.812944	0.849687	0.936944	0.93902	0.859333	0.860062	0.862993	0.847081	0.934315	0.933162	0.813886	0.818842	0.928249	0.939001	0.849291	0.81869	0.866383
