"","Prefix","sampleID","am_environment","ammonium_nitrogen_wt","ammonium_nitrogen_wt_meth","biotic_relationship","boron_hot_cacl2","boron_hot_cacl2_meth","clay","clay_meth","coarse_sand","coarse_sand_meth","collection_date","collection_permit","color","color_meth","conductivity","conductivity_meth","crop_rotation_1yr_since_present","crop_rotation_2yrs_since_present","crop_rotation_3yrs_since_present","crop_rotation_4yrs_since_present","crop_rotation_5yrs_since_present","database_schema_definitions_url","density","density_meth","depth","depth_lower","depth_upper","dtpa_copper","dtpa_copper_meth","dtpa_iron","dtpa_iron_meth","dtpa_manganese","dtpa_manganese_meth","dtpa_zinc","dtpa_zinc_meth","elev","env_broad_scale","env_local_scale","env_medium","exc_aluminium","exc_aluminium_meth","exc_calcium","exc_calcium_meth","exc_magnesium","exc_magnesium_meth","exc_potassium","exc_potassium_meth","exc_sodium","exc_sodium_meth","fine_sand","fine_sand_meth","fire","funding_agency","general_env_feature","geo_loc_name","gravel","gravel_meth","hyperspectral_analysis","hyperspectral_analysis_meth","lat_lon","latitude","local_class","local_class_meth","longitude","microbial_biomass","microbial_biomass_meth","nitrate_nitrogen","nitrate_nitrogen_meth","notes","nucl_acid_ext","organic_carbon","organic_carbon_meth","ph","ph_meth","ph_solid_h2o","ph_solid_h2o_meth","phosphorus_colwell","phosphorus_colwell_meth","potassium_colwell","potassium_colwell_meth","profile_position","samp_collect_device","samp_mat_process","sample_attribution","sample_database_file","sample_metadata_ingest_date","sample_metadata_ingest_file","sample_metadata_update_history","sample_site_location_description","sample_submitter","sample_type","sand","sand_meth","silt","silt_meth","slope_aspect","slope_gradient","source_mat_id","store_cond","sulphur","sulphur_meth","synonyms","texture","texture_meth","total_nitrogen","total_nitrogen_meth","url","utc_date_sampled","utc_time_sampled","vegetation_dom_grasses","vegetation_dom_grasses_meth","vegetation_dom_shrubs","vegetation_dom_shrubs_meth","vegetation_dom_trees","vegetation_dom_trees_meth","vegetation_total_cover","vegetation_type","water_content","water_content_soil_meth","bio12","bio1","et0_v3_yr","ai_v3_yr","AI","percent_duplicates","percent_gc","avg_sequence_length","percent_fails","total_sequences"
"78","102.100.100","138594","Soil",1e-10,"meth_2.1","Free-living",0.59,"meth_2.1",4.86,"meth_2.1",73.26,"meth_2.1","2021-06-17T01:30:00","","LTGR","meth_2.1",0.274,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.28,"meth_2.1",4.2,"meth_2.1",1.05,"meth_2.1",0.1,"meth_2.1",NA,"1 Conservation and Natural Environments","1.1 Nature conservation","Soil [ENVO_00001998]",0.07,"meth_2.1",0.64,"meth_2.1",0.94,"meth_2.1",0.06,"meth_2.1",1.16,"meth_2.1",21.88,"meth_2.1","","","Tropical (wet)","Australia:Northern Territory [GAZ_00002787]","0","meth_2.1","","","-14.230668 136.817021",-14.230668,"Tenosol","meth_2.27",136.817021,NA,"",1e-10,"meth_2.1","only surface taken | geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",0.18,"meth_2.1",8.2,"meth_2.1",9.5,"meth_2.1",1e-10,"meth_2.1",37,"meth_2.1","","meth_1.1","","","AM_db_v4.2_202408091431.db","8/8/22","Groot_metadata_UTC_convert_xlsx","Groote_CSBP_211012_PREPAID_001_AM_SOIL_format_UPDATE_xlsx; AM_enviro_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","","Bissett","Soil",95.14,"meth_2.1",1e-10,"meth_2.1","",NA,"102.100.100/138594","frozen (DNA extraction) | air-dried (physchem)",28.3,"meth_2.1","","1","meth_2.1",0.02,"meth_2.1","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/138594","6/17/21","1:30:00","","","","","","",60,"Savannah",NA,"",1050,26.8835,2209,4721,0.4721,14.1608689024123,64,150.585836989385,18.1818181818182,22966713
"79","102.100.100","138607","Soil",2,"meth_2.1","Free-living",0.12,"meth_2.1",2.88,"meth_2.1",94.25,"meth_2.1","2021-06-15T04:30:00","","BRGR","meth_2.1",0.015,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.26,"meth_2.1",13.9,"meth_2.1",5.5,"meth_2.1",0.05,"meth_2.1",NA,"1 Conservation and Natural Environments","1.1 Nature conservation","Soil [ENVO_00001998]",0.12,"meth_2.1",0.1,"meth_2.1",0.07,"meth_2.1",0.01,"meth_2.1",0.02,"meth_2.1",1.9,"meth_2.1","","","Tropical (wet)","Australia:Northern Territory [GAZ_00002787]","5","meth_2.1","","","-13.98342 136.48076",-13.98342,"Tenosol","meth_2.27",136.48076,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",0.2,"meth_2.1",5.1,"meth_2.1",6.2,"meth_2.1",1e-10,"meth_2.1",1e-10,"meth_2.1","","meth_1.1","","","AM_db_v4.2_202408091431.db","8/8/22","Groot_metadata_UTC_convert_xlsx","Groote_CSBP_211012_PREPAID_001_AM_SOIL_format_UPDATE_xlsx; AM_enviro_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","","Bissett","Soil",96.15,"meth_2.1",0.98,"meth_2.1","",NA,"102.100.100/138607","frozen (DNA extraction) | air-dried (physchem)",1,"meth_2.1","","1","meth_2.1",1e-10,"meth_2.1","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/138607","6/15/21","4:30:00","","","","","","",50,"Savannah",NA,"",1225,26.7945,2193,5620,0.562,9.09316934978189,64,150.605617929959,9.09090909090909,26997987
"80","102.100.100","13906","Soil",5,"meth_2.1","Free-living",0.35,"meth_2.1",12.53,"meth_2.1",37.78,"meth_2.1","2014-07-22T00:00:00","","LTGR","",0.037,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.44,"meth_2.1",120.34,"meth_2.1",45.01,"meth_2.1",1.73,"meth_2.1",1099,"1 Conservation and Natural Environments","1.1.3 National park","Soil [ENVO_00001998]",0.485,"meth_2.1",3.75,"meth_2.1",1.26,"meth_2.1",0.45,"meth_2.1",0.03,"meth_2.1",25.56,"meth_2.1","","","Temperate","Australia:Australian Capital Territory [GAZ_00002788]","25","meth_2.1","DOI 10.5281/zenodo.6265730","meth_2.26","-35.874817 149.01165",-35.874817,"Kurosol","meth_2.27",149.01165,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",2.83,"meth_2.1",4.6,"meth_2.1",5.3,"meth_2.1",20,"meth_2.1",208,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; AM_visNIR_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;","Namadgi NP","","Soil",63.34,"meth_2.1",24.12,"meth_2.1","",7.5,"102.100.100/13906","frozen",3,"meth_2.1","","3","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/13906","7/22/14","","","","","","","",NA,"Woodland",16.66666667,"meth_2.1",735,9.383,1281,5431,0.5431,0.413374175958666,60,149.57267728773,0,15515019
"81","102.100.100","14181","Soil",4,"meth_2.1","Free-living",0.37,"meth_2.1",15.93,"meth_2.1",67.47,"meth_2.1","2014-10-15T00:00:00","","GR","",0.031,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.8,"meth_2.1",98.13,"meth_2.1",4.02,"meth_2.1",4.36,"meth_2.1",860,"1 Conservation and Natural Environments","1.1.6 Protected landscape","Soil [ENVO_00001998]",0.103,"meth_2.1",4.35,"meth_2.1",2.05,"meth_2.1",0.23,"meth_2.1",0.09,"meth_2.1",11.61,"meth_2.1","","","Tropical (dry)","Australia:Queensland [GAZ_00002792]","5","meth_2.1","","","-24.83835 147.781349",-24.83835,"Chromosols","meth_2.27",147.781349,NA,"",2,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",1.53,"meth_2.1",5.1,"meth_2.1",6,"meth_2.1",8,"meth_2.1",101,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","SSS2 Carnarvon Station","","Soil",79.08,"meth_2.1",4.99,"meth_2.1","",15,"102.100.100/14181","frozen",1.2,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/14181","10/15/14","","","","","","","",NA,"Woodland",7.142857143,"meth_2.1",643,17.591,2016,3282,0.3282,0.538146652123729,62,150.773732215024,0,11437744
"82","102.100.100","14183","Soil",2,"meth_2.1","Free-living",0.16,"meth_2.1",4.91,"meth_2.1",82.79,"meth_2.1","2014-10-15T00:00:00","","GRBR","",0.014,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.38,"meth_2.1",40.22,"meth_2.1",7.48,"meth_2.1",2.17,"meth_2.1",738,"1 Conservation and Natural Environments","1.1.6 Protected landscape","Soil [ENVO_00001998]",0.169,"meth_2.1",1.29,"meth_2.1",0.33,"meth_2.1",0.11,"meth_2.1",0.02,"meth_2.1",9.32,"meth_2.1","","","Tropical (dry)","Australia:Queensland [GAZ_00002792]","0","meth_2.1","","","-24.853827 147.521225",-24.853827,"Tenosols","meth_2.27",147.521225,NA,"",3,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",0.93,"meth_2.1",4.8,"meth_2.1",5.8,"meth_2.1",18,"meth_2.1",42,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","SSS1 Carnarvon Station","","Soil",92.12,"meth_2.1",2.98,"meth_2.1","",4,"102.100.100/14183","frozen",0.7,"meth_2.1","","1","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/14183","10/15/14","","","","","","","",NA,"Woodland",5.483405483,"meth_2.1",634,18.4885,2070,3119,0.3119,0.653549468649445,63,150.629402993424,0,14407982
"83","102.100.100","14185","Soil",8,"meth_2.1","Free-living",1.92,"meth_2.1",23.05,"meth_2.1",26.18,"meth_2.1","2015-01-29T00:00:00","","DKBR","",0.522,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,5.02,"meth_2.1",1018.95,"meth_2.1",5.18,"meth_2.1",37.65,"meth_2.1",16,"1 Conservation and Natural Environments","1.1.6 Protected landscape","Soil [ENVO_00001998]",0.573,"meth_2.1",14.84,"meth_2.1",10.79,"meth_2.1",0.77,"meth_2.1",1.71,"meth_2.1",33.41,"meth_2.1","","","Temperate","Australia:Tasmania [GAZ_00007396]","5","meth_2.1","","","-41.65563 145.08186",-41.65563,"Dermosol","meth_2.27",145.08186,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",5,"meth_2.1",3.9,"meth_2.1",4.6,"meth_2.1",62,"meth_2.1",307,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Pieman River","","Soil",59.59,"meth_2.1",17.36,"meth_2.1","",0,"102.100.100/14185","frozen",50.6,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/14185","1/29/15","","","","","","","",NA,"Forest",NA,"",1512,11.8795,1116,13180,1.318,0.373868061987153,59,149.983371067195,9.09090909090909,20230282
"84","102.100.100","14187","Soil",12,"meth_2.1","Free-living",2.09,"meth_2.1",21.58,"meth_2.1",18.23,"meth_2.1","2015-01-31T00:00:00","","GR","",0.187,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,1.81,"meth_2.1",552.67,"meth_2.1",6.52,"meth_2.1",27.81,"meth_2.1",244,"1 Conservation and Natural Environments","1.1.6 Protected landscape","Soil [ENVO_00001998]",1.458,"meth_2.1",2.22,"meth_2.1",3.36,"meth_2.1",0.44,"meth_2.1",0.75,"meth_2.1",38.52,"meth_2.1","","","Temperate","Australia:Tasmania [GAZ_00007396]","75","meth_2.1","","","-41.58365 145.09314",-41.58365,"Dermosol","meth_2.27",145.09314,NA,"",1,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",5.4,"meth_2.1",3.4,"meth_2.1",4.3,"meth_2.1",11,"meth_2.1",194,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Pieman River","","Soil",56.75,"meth_2.1",21.67,"meth_2.1","",3,"102.100.100/14187","frozen",39.5,"meth_2.1","","1","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/14187","1/31/15","","","","","","","",NA,"Shrubland",NA,"",1627,11.5465,1086,15669,1.5669,0.531318116246396,61,149.987925732196,0,20366618
"85","102.100.100","19453","Soil",5,"meth_2.1","Free-living",0.19,"meth_2.1",7.7,"meth_2.1",58.7,"meth_2.1","2015-02-18T00:00:00","","GRBR","",0.02,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.4,"meth_2.1",30.48,"meth_2.1",22.77,"meth_2.1",1.22,"meth_2.1",21,"1 Conservation and Natural Environments","3.2.1 Native/exotic pasture mosaic","Soil [ENVO_00001998]",0.168,"meth_2.1",0.93,"meth_2.1",0.26,"meth_2.1",0.15,"meth_2.1",0.02,"meth_2.1",23.84,"meth_2.1","","","Temperate","Australia:New South Wales [GAZ_00002793]","5","meth_2.1","","","-33.60963 150.73733",-33.60963,"Dermosol","meth_2.27",150.73733,NA,"",4,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",0.78,"meth_2.1",4.7,"meth_2.1",5.8,"meth_2.1",9,"meth_2.1",58,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Hawkesbury","","Soil",82.55,"meth_2.1",9.75,"meth_2.1","",0,"102.100.100/19453","frozen",2.3,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19453","2/18/15","","","","","","","",NA,"Grassland",7.344862665,"meth_2.1",843,17.33267,1630,5212,0.5212,0.946738193443579,62,150.743315088996,0,13451114
"86","102.100.100","19455","Soil",9,"meth_2.1","Free-living",0.16,"meth_2.1",7.61,"meth_2.1",61.01,"meth_2.1","2015-02-18T00:00:00","","GR","",0.015,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.16,"meth_2.1",41.44,"meth_2.1",9.3,"meth_2.1",1.04,"meth_2.1",24,"1 Conservation and Natural Environments","3.2.1 Native/exotic pasture mosaic","Soil [ENVO_00001998]",0.2,"meth_2.1",0.51,"meth_2.1",0.19,"meth_2.1",0.13,"meth_2.1",0.01,"meth_2.1",23.66,"meth_2.1","","","Temperate","Australia:New South Wales [GAZ_00002793]","5","meth_2.1","","","-33.61008 150.73693",-33.61008,"Sodosol","meth_2.27",150.73693,NA,"",4,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",0.77,"meth_2.1",4.6,"meth_2.1",5.7,"meth_2.1",9,"meth_2.1",55,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Hawkesbury","","Soil",84.67,"meth_2.1",7.71,"meth_2.1","",0,"102.100.100/19455","frozen",3.2,"meth_2.1","","1.5","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19455","2/18/15","","","","","","","",NA,"Grassland",10.50164088,"meth_2.1",843,17.33267,1630,5212,0.5212,0.985084260054393,61,150.718516398124,0,14934330
"87","102.100.100","19457","Soil",11,"meth_2.1","Free-living",0.16,"meth_2.1",5.72,"meth_2.1",76.72,"meth_2.1","2015-02-18T00:00:00","","BRGR","",0.032,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.21,"meth_2.1",13.45,"meth_2.1",29.19,"meth_2.1",2.01,"meth_2.1",29,"1 Conservation and Natural Environments","3.2.1 Native/exotic pasture mosaic","Soil [ENVO_00001998]",0.035,"meth_2.1",1.46,"meth_2.1",0.44,"meth_2.1",0.22,"meth_2.1",0.01,"meth_2.1",11.74,"meth_2.1","","","Temperate","Australia:New South Wales [GAZ_00002793]","5","meth_2.1","","","-33.6123 150.73895",-33.6123,"Sodosol","meth_2.27",150.73895,NA,"",10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",0.94,"meth_2.1",5.4,"meth_2.1",6.2,"meth_2.1",9,"meth_2.1",95,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Hawkesbury","","Soil",88.46,"meth_2.1",5.82,"meth_2.1","",0,"102.100.100/19457","frozen",3.7,"meth_2.1","","1.5","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19457","2/18/15","","","","","","","",NA,"Grassland",5.795373241,"meth_2.1",843,17.33267,1630,5212,0.5212,0.976499711709209,62,150.740275913843,9.09090909090909,14948217
"88","102.100.100","19459","Soil",8,"meth_2.1","Free-living",0.18,"meth_2.1",5.97,"meth_2.1",69.04,"meth_2.1","2015-02-18T00:00:00","","GR","",0.011,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.2,"meth_2.1",43.98,"meth_2.1",12.19,"meth_2.1",0.79,"meth_2.1",31,"1 Conservation and Natural Environments","3.2.1 Native/exotic pasture mosaic","Soil [ENVO_00001998]",0.193,"meth_2.1",0.5,"meth_2.1",0.18,"meth_2.1",0.12,"meth_2.1",0.02,"meth_2.1",16.89,"meth_2.1","","","Temperate","Australia:New South Wales [GAZ_00002793]","5","meth_2.1","","","-33.61292 150.73795",-33.61292,"Sodosol","meth_2.27",150.73795,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",0.77,"meth_2.1",4.6,"meth_2.1",5.8,"meth_2.1",8,"meth_2.1",46,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Hawkesbury","","Soil",85.94,"meth_2.1",8.09,"meth_2.1","",0,"102.100.100/19459","frozen",2.6,"meth_2.1","","1.5","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19459","2/18/15","","","","","","","",NA,"Grassland",8.310194367,"meth_2.1",843,17.33267,1630,5212,0.5212,0.839697419827218,61,150.67010996731,0,15381753
"89","102.100.100","19461","Soil",6,"meth_2.1","Free-living",0.2,"meth_2.1",5.76,"meth_2.1",73,"meth_2.1","2015-02-18T00:00:00","","GRBR","",0.018,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.05,"meth_2.1",34.14,"meth_2.1",9.9,"meth_2.1",1.46,"meth_2.1",31,"1 Conservation and Natural Environments","3.2.1 Native/exotic pasture mosaic","Soil [ENVO_00001998]",0.08,"meth_2.1",0.8,"meth_2.1",0.24,"meth_2.1",0.13,"meth_2.1",1e-10,"meth_2.1",15.38,"meth_2.1","","","Temperate","Australia:New South Wales [GAZ_00002793]","5","meth_2.1","","","-33.6126 150.73769",-33.6126,"Sodosol","meth_2.27",150.73769,NA,"",1e-10,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",0.79,"meth_2.1",5.1,"meth_2.1",6.3,"meth_2.1",17,"meth_2.1",53,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Hawkesbury","","Soil",88.38,"meth_2.1",5.86,"meth_2.1","",0,"102.100.100/19461","frozen",2.8,"meth_2.1","","1.5","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19461","2/18/15","","","","","","","",NA,"Grassland",5.341040462,"meth_2.1",843,17.33267,1630,5212,0.5212,1.02284896273683,61,150.66744771497,0,21578691
"90","102.100.100","19463","Soil",16,"meth_2.1","Free-living",0.48,"meth_2.1",19.55,"meth_2.1",2.01,"meth_2.1","2015-02-18T00:00:00","","GR","",0.034,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,1.03,"meth_2.1",106.81,"meth_2.1",12.39,"meth_2.1",2.07,"meth_2.1",29,"1 Conservation and Natural Environments","3.2.1 Native/exotic pasture mosaic","Soil [ENVO_00001998]",1.358,"meth_2.1",1.06,"meth_2.1",0.2,"meth_2.1",0.27,"meth_2.1",0.03,"meth_2.1",52.9,"meth_2.1","","","Temperate","Australia:New South Wales [GAZ_00002793]","5","meth_2.1","","","-33.61565 150.73618",-33.61565,"Sodosol","meth_2.27",150.73618,NA,"",17,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",2.44,"meth_2.1",4.3,"meth_2.1",5.2,"meth_2.1",16,"meth_2.1",110,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Hawkesbury","","Soil",54.91,"meth_2.1",25.54,"meth_2.1","",0,"102.100.100/19463","frozen",7.1,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19463","2/18/15","","","","","","","",NA,"Grassland",22.24888584,"meth_2.1",843,17.33267,1630,5212,0.5212,1.06171113775159,61,150.671358336976,0,18842401
"91","102.100.100","19465","Soil",23,"meth_2.1","Free-living",0.49,"meth_2.1",25.96,"meth_2.1",1.32,"meth_2.1","2015-02-18T00:00:00","","GR","",0.034,"meth_2.1","","","","","","https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx",NA,"",0,0.1,0,0.96,"meth_2.1",87.95,"meth_2.1",11.54,"meth_2.1",1.51,"meth_2.1",27,"1 Conservation and Natural Environments","3.2.1 Native/exotic pasture mosaic","Soil [ENVO_00001998]",1.149,"meth_2.1",1.54,"meth_2.1",0.39,"meth_2.1",0.25,"meth_2.1",0.05,"meth_2.1",44.65,"meth_2.1","","","Temperate","Australia:New South Wales [GAZ_00002793]","5","meth_2.1","","","-33.61623 150.736",-33.61623,"Sodosol","meth_2.27",150.736,NA,"",15,"meth_2.1","geo_loc_name: state/territory values derived from lat_lon using Nominatim","meth_3.1.1",2.72,"meth_2.1",4.5,"meth_2.1",5.4,"meth_2.1",13,"meth_2.1",96,"meth_2.1","","","","","AM_db_v4.2_202408091431.db","4/23/21","BASE_NEW_CKAN_Curated_depth_xlsx","soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;","Hawkesbury","","Soil",45.97,"meth_2.1",28.07,"meth_2.1","",0,"102.100.100/19465","frozen",7.7,"meth_2.1","","2","meth_2.1",NA,"","https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/19465","2/18/15","","","","","","","",NA,"Grassland",33.07247363,"meth_2.1",843,17.33267,1630,5212,0.5212,0.629662966463201,61,150.671012359477,0,12898442
